ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
5989716,2015,371,6150,2870,29520,17712,8856,2952,17712,3280
5989717,2015,350,381600,187620,1182960,946368,354888,118296,709776,193980
5989718,2015,747,1180,0,5074,2029.6,1014.8,507.4,3044.4,1180
5989719,2015,596,54960,22900,93432,37372.8,37372.8,0,56059.2,32060
5989720,2015,969,140280,202905,547092,328255.2,273546,164127.6,109418.4,-62625
5989721,2015,203,47280,43340,212760,127656,63828,85104,127656,3940
5989723,2015,301,45360,20160,40824,24494.4,16329.6,0,8164.8,25200
5989725,2015,199,5920,1480,13616,5446.4,6808,-1361.6,0,4440
5989726,2015,211,275600,540600,992160,595296,198432,198432,595296,-265000
5989728,2015,292,217080,211050,455868,182347.2,182347.2,-45586.8,0,6030
5989729,2015,745,228750,225700,457500,366000,183000,45750,91500,3050
5989730,2015,235,34260,28550,27408,13704,13704,0,10963.2,5710
5989731,2015,677,359520,352030,1006656,402662.4,503328,0,201331.2,7490
5989733,2015,36,47100,68295,75360,60288,15072,15072,45216,-21195
5989734,2015,427,552500,544000,773500,541450,232050,154700,154700,8500
5989735,2015,275,6990,2330,30756,15378,12302.4,3075.6,12302.4,4660
5989736,2015,925,47850,38280,220110,132066,44022,44022,44022,9570
5989739,2015,440,39200,57330,43120,17248,21560,17248,8624,-18130
5989740,2015,867,3960,1485,11484,4593.6,3445.2,0,4593.6,2475
5989741,NA,377,68400,31350,177840,71136,53352,71136,71136,37050
5989742,2015,494,56280,70350,163212,65284.8,65284.8,48963.6,65284.8,-14070
5989743,2015,512,7400,5920,33300,26640,6660,0,6660,1480
5989744,2015,817,3520,6160,6688,4012.8,3344,0,1337.6,-2640
5989745,2015,139,52640,67680,184240,128968,36848,18424,110544,-15040
5989746,2015,293,514080,252450,359856,251899.2,179928,-35985.6,0,261630
5989747,2015,185,6720,6720,17472,8736,8736,6988.8,10483.2,0
5989748,2015,207,136800,255360,328320,196992,98496,-32832,0,-118560
5989749,2015,371,58240,27300,81536,32614.4,16307.2,16307.2,16307.2,30940
5989751,2015,905,9420,3140,22608,15825.6,11304,6782.4,9043.2,6280
5989752,2015,905,75800,36005,113700,68220,34110,0,45480,39795
5989753,2015,951,131600,183300,355320,284256,177660,35532,71064,-51700
5989754,2015,307,76400,103140,22920,9168,6876,0,13752,-26740
5989755,2015,826,393300,769120,1809180,1447344,180918,-180918,0,-375820
5989758,2015,897,12200,12200,37820,22692,7564,0,7564,0
5989759,2015,879,242760,468180,169932,67972.8,16993.2,50979.6,33986.4,-225420
5989760,2015,684,60000,57500,108000,86400,10800,0,43200,2500
5989761,2015,804,136920,190710,410760,205380,123228,164304,82152,-53790
5989762,2015,167,10450,14250,20900,12540,8360,2090,12540,-3800
5989763,2015,771,22080,20240,90528,63369.6,9052.8,-9052.8,0,1840
5989765,2015,664,302000,294450,634200,443940,253680,190260,126840,7550
5989767,2015,89,144640,203400,607488,364492.8,NA,-60748.8,0,-58760
5989768,2015,254,39400,63040,153660,76830,46098,61464,92196,-23640
5989769,2015,511,67920,124520,169800,135840,33960,16980,101880,-56600
5989771,2015,605,68900,62010,82680,33072,33072,NA,16536,6890
5989772,2015,58,10680,9790,32040,19224,16020,3204,12816,890
5989774,2015,364,160800,308200,771840,308736,385920,231552,308736,-147400
5989775,2015,58,477120,468600,143136,57254.4,14313.6,14313.6,57254.4,8520
5989776,2015,963,38640,18515,42504,21252,17001.6,0,8500.8,20125
5989777,2015,398,10440,20300,10440,8352,3132,4176,NA,-9860
5989778,2015,691,3650,0,16425,8212.5,4927.5,3285,3285,3650
5989780,2015,57,37440,34320,86112,43056,34444.8,0,17222.4,3120
5989781,2015,179,5400,6075,9180,5508,3672,2754,5508,-675
5989782,2015,425,35250,14100,116325,46530,11632.5,46530,69795,21150
5989783,2015,118,90900,40905,45450,36360,13635,18180,18180,49995
5989785,2015,75,4520,2260,1356,1084.8,678,542.4,542.4,2260
5989789,2015,825,41760,20010,162864,130291.2,65145.6,32572.8,65145.6,21750
5989790,NA,661,32560,14245,136752,82051.2,27350.4,54700.8,54700.8,18315
5989791,2015,355,25440,10600,94128,37651.2,18825.6,18825.6,18825.6,14840
5989793,2015,348,64560,118360,154944,92966.4,46483.2,46483.2,30988.8,-53800
5989794,2015,804,28560,49980,34272,13708.8,3427.2,-3427.2,0,-21420
5989796,2015,214,133140,185445,479304,383443.2,191721.6,191721.6,95860.8,-52305
5989797,2015,671,26100,36540,18270,9135,3654,5481,10962,-10440
5989799,2015,264,48160,22575,96320,77056,19264,19264,19264,25585
5989800,NA,264,60480,56700,66528,26611.2,33264,0,39916.8,3780
5989801,2015,936,97200,178200,165240,99144,16524,-16524,0,-81000
5989802,2015,195,72480,126840,340656,204393.6,102196.8,0,136262.4,-54360
5989803,2015,445,94560,86680,425520,340416,42552,127656,255312,7880
5989806,2015,130,31500,59500,69300,27720,20790,27720,41580,-28000
5989807,2015,308,243620,234250,48724,19489.6,14617.2,19489.6,29234.4,9370
5989808,2015,915,840,630,3108,2175.6,310.8,-310.8,0,210
5989809,2015,753,28350,55440,116235,58117.5,58117.5,34870.5,23247,-27090
5989811,2015,70,237600,114400,1188000,712800,475200,118800,237600,123200
5989812,2015,NA,28230,37640,42345,25407,21172.5,0,8469,-9410
5989813,2015,57,28560,13090,102816,51408,10281.6,-10281.6,0,15470
5989814,2015,274,85200,83780,306720,245376,153360,92016,61344,1420
5989815,2015,349,19460,36140,58380,46704,23352,17514,23352,-16680
5989817,2015,222,190200,271035,817860,327144,327144,245358,490716,-80835
5989818,2015,91,12620,9465,22716,11358,11358,2271.6,13629.6,3155
5989819,2015,643,17680,7735,79560,55692,39780,-7956,0,9945
5989820,2015,842,195600,371640,273840,136920,109536,54768,54768,-176040
5989821,2015,749,18640,24465,46600,18640,9320,0,9320,-5825
5989822,2015,961,15400,15400,55440,27720,27720,22176,22176,0
5989823,2015,369,25320,18990,124068,74440.8,49627.2,49627.2,74440.8,6330
5989824,2015,798,56700,47250,249480,124740,74844,0,149688,9450
5989826,2015,859,34600,13840,13840,8304,6920,4152,2768,20760
5989828,2015,443,109080,49995,523584,366508.8,104716.8,157075.2,104716.8,59085
5989830,2015,419,275600,268710,110240,88192,11024,0,44096,6890
5989831,2015,847,9620,0,26936,13468,10774.4,10774.4,10774.4,9620
5989832,2015,481,128160,245640,551088,275544,220435.2,55108.8,220435.2,-117480
5989833,2015,970,45120,43710,189504,75801.6,75801.6,37900.8,37900.8,1410
5989834,2015,777,19200,24000,NA,12096,5184,1728,NA,-4800
5989836,2015,231,37100,16695,122430,85701,36729,12243,73458,20405
5989838,2015,309,334350,326920,334350,167175,33435,66870,133740,7430
5989839,2015,968,92400,44660,147840,118272,59136,29568,88704,47740
5989840,2015,307,16800,16560,67200,47040,13440,6720,26880,240
5989842,2015,934,70000,122500,63000,31500,18900,18900,37800,-52500
5989845,2015,231,43540,37320,139328,55731.2,27865.6,13932.8,27865.6,6220
5989846,2015,756,113960,211640,319088,255270.4,63817.6,0,127635.2,-97680
5989847,2015,779,111870,108480,257301,180110.7,25730.1,102920.4,102920.4,3390
5989848,2015,764,245700,478800,98280,58968,39312,9828,58968,-233100
5989849,2015,573,9090,0,2727,1090.8,818.1,0,1636.2,9090
5989850,2015,272,344240,506430,1445808,1156646.4,722904,-144580.8,0,-162190
5989851,2015,28,30510,40680,131193,104954.4,26238.6,-13119.3,0,-10170
5989852,2015,759,223650,109340,223650,156555,89460,-22365,0,114310
5989855,2015,388,302820,591220,1120434,448173.6,560217,448173.6,448173.6,-288400
5989857,2015,272,19860,13240,51636,20654.4,5163.6,15490.8,30981.6,6620
5989858,2015,406,26550,11800,90270,45135,9027,9027,54162,14750
5989859,2015,421,106890,101800,106890,85512,53445,21378,21378,5090
5989860,2015,961,210300,406580,1009440,504720,100944,302832,403776,-196280
5989861,2015,653,240750,475080,433350,346680,43335,173340,86670,-234330
5989862,2015,113,315200,305350,1292320,904624,NA,0,775392,9850
5989864,2015,566,300,300,330,165,66,99,132,0
5989865,2015,130,7140,7140,13566,6783,4069.8,2713.2,5426.4,0
5989866,2015,224,124800,174720,586560,234624,58656,0,234624,-49920
5989867,2015,935,14140,14140,14140,8484,4242,4242,5656,0
5989868,2015,730,27200,47600,27200,21760,10880,-2720,0,-20400
5989870,2015,572,31920,27930,130872,78523.2,26174.4,52348.8,26174.4,3990
5989872,2015,353,258900,375405,724920,507444,362460,NA,434952,-116505
5989873,2015,360,134640,64515,417384,250430.4,208692,83476.8,166953.6,70125
5989875,2015,146,5070,0,15717,9430.2,6286.8,0,9430.2,5070
5989876,2015,777,144000,270000,158400,63360,79200,31680,63360,-126000
5989877,2015,846,269600,262860,1078400,862720,107840,107840,431360,6740
5989878,2015,678,58520,108680,158004,94802.4,63201.6,31600.8,31600.8,-50160
5989880,2015,177,34650,33880,128205,76923,38461.5,-12820.5,0,770
5989881,2015,467,103950,203280,478170,334719,191268,95634,191268,-99330
5989882,2015,847,77600,67900,388000,155200,155200,-38800,0,9700
5989883,2015,714,25740,49920,38610,19305,11583,3861,15444,-24180
5989885,2015,163,279200,544440,195440,156352,78176,-19544,0,-265240
5989886,2015,465,68560,119980,198824,79529.6,39764.8,39764.8,39764.8,-51420
5989887,2015,793,71040,136160,92352,55411.2,27705.6,-9235.2,0,-65120
5989888,2015,577,85140,75680,221364,177091.2,88545.6,66409.2,44272.8,9460
5989890,2015,647,51900,86500,233550,140130,23355,23355,46710,-34600
5989891,2015,688,445640,655605,2049944,1024972,1024972,-204994.4,0,-209965
5989892,2015,969,274040,134385,274040,164424,137020,109616,164424,139655
5989895,2015,25,2580,2580,2838,2270.4,851.4,1135.2,1135.2,0
5989896,2015,868,424500,832020,551850,275925,165555,0,110370,-407520
5989897,2015,675,7740,5160,21672,13003.2,2167.2,6501.6,4334.4,2580
5989898,2015,613,92960,43575,371840,223104,37184,74368,223104,49385
5989899,2015,174,74880,65520,74880,29952,22464,29952,29952,9360
5989901,2015,85,307200,599040,1228800,983040,614400,-122880,0,-291840
5989902,2015,469,17960,4490,43104,21552,12931.2,0,NA,13470
5989903,2015,617,6190,0,30950,24760,3095,6190,6190,6190
5989904,2015,637,11700,4875,45630,27378,13689,-4563,0,6825
5989906,2015,833,353640,345220,NA,371322,106092,0,106092,8420
5989908,2015,42,2180,0,2398,1918.4,479.6,479.6,1438.8,2180
5989909,2015,307,97200,186300,136080,68040,40824,54432,81648,-89100
5989910,2015,569,1240,930,4216,3372.8,843.2,843.2,2529.6,310
5989911,2015,790,48800,21350,151280,75640,60512,45384,30256,27450
5989913,2015,409,30080,28200,135360,67680,40608,54144,54144,1880
5989915,2015,570,28380,12900,14190,11352,4257,0,2838,15480
5989919,2015,20,NA,117780,187240,93620,93620,37448,74896,-57380
5989920,2015,439,173440,336040,34688,24281.6,17344,0,6937.6,-162600
5989921,2015,545,41520,34600,186840,149472,18684,56052,112104,6920
5989924,2015,883,309150,453420,1545750,772875,772875,154575,618300,-144270
5989926,2015,938,52000,98800,67600,54080,20280,13520,27040,-46800
5989927,2015,134,6600,4950,12540,10032,3762,3762,2508,1650
5989928,2015,625,272640,264120,136320,109056,68160,40896,81792,8520
5989930,2015,976,218790,106590,371943,223165.8,148777.2,-37194.3,0,112200
5989933,2015,852,66720,31970,93408,65385.6,9340.8,28022.4,37363.2,34750
5989934,2015,949,21800,39240,19620,7848,3924,3924,11772,-17440
5989935,2015,608,93000,136710,251100,150660,50220,25110,50220,-43710
5989936,2015,NA,113520,52030,374616,262231.2,74923.2,37461.6,224769.6,61490
5989937,2015,855,1620,1620,4536,3628.8,1814.4,1360.8,1814.4,0
5989938,2015,500,23100,10395,36960,29568,3696,0,14784,12705
5989939,2015,284,84000,123900,184800,92400,36960,36960,110880,-39900
5989940,2015,789,372000,183520,111600,55800,11160,33480,22320,188480
5989941,2015,84,14550,17460,65475,52380,6547.5,-6547.5,0,-2910
5989943,2015,683,29850,NA,149250,89550,14925,14925,29850,19900
5989944,2015,572,173520,332580,642024,385214.4,64202.4,128404.8,385214.4,-159060
5989945,2015,699,104760,48015,377136,188568,188568,75427.2,75427.2,56745
5989946,2015,607,41300,38350,144550,72275,28910,28910,57820,2950
5989948,2015,460,163260,77095,163260,97956,16326,65304,32652,86165
5989949,2015,962,12740,6125,45864,32104.8,9172.8,9172.8,27518.4,6615
5989950,2015,256,1250,0,250,175,75,-25,0,1250
5989951,2015,805,9360,8640,6552,3276,2620.8,0,1310.4,720
5989954,2015,811,258750,379500,284625,113850,113850,113850,113850,-120750
5989955,2015,131,72000,134400,36000,25200,7200,7200,7200,-62400
5989957,2015,465,38760,43605,162792,113954.4,81396,65116.8,97675.2,-4845
5989958,2015,510,7600,6080,3040,2432,912,1216,1824,1520
5989959,2015,285,233700,451820,467400,NA,186960,93480,280440,-218120
5989960,2015,909,57920,76020,185344,148275.2,74137.6,74137.6,111206.4,-18100
5989961,2015,607,560,560,1792,896,179.2,-179.2,0,0
5989963,2015,850,11300,20340,47460,18984,14238,4746,28476,-9040
5989966,2015,20,75460,140140,60368,36220.8,12073.6,12073.6,12073.6,-64680
5989967,2015,630,86200,116370,77580,38790,23274,31032,31032,-30170
5989969,2015,150,384400,562185,76880,61504,7688,7688,15376,-177785
5989970,2015,201,195300,381300,351540,175770,35154,-35154,0,-186000
5989971,2015,757,87840,161040,395280,158112,118584,158112,79056,-73200
5989972,2015,909,62790,61180,213486,106743,21348.6,0,42697.2,1610
5989973,2015,645,213000,205900,404700,242820,121410,40470,80940,7100
5989974,2015,586,39000,36400,70200,56160,35100,7020,28080,2600
5989975,2015,426,257400,379665,1081080,648648,540540,216216,432432,-122265
5989977,2015,28,487300,956880,1705550,1364440,511665,511665,682220,-469580
5989978,2015,300,15500,27900,7750,4650,2325,775,1550,-12400
5989979,2015,947,12560,10990,10048,6028.8,4019.2,3014.4,6028.8,1570
5989980,2015,895,367900,724480,1729130,1383304,172913,345826,691652,-356580
5989981,2015,728,10920,5005,37128,22276.8,7425.6,0,7425.6,5915
5989982,2015,257,237330,457080,1044252,417700.8,208850.4,-104425.2,0,-219750
5989983,2015,514,55440,24255,33264,13305.6,NA,3326.4,6652.8,31185
5989984,2015,796,55260,69075,38682,19341,3868.2,0,23209.2,-13815
5989985,2015,327,150150,221130,75075,45045,37537.5,22522.5,15015,-70980
5989986,2015,838,90300,42140,307020,153510,92106,0,122808,48160
5989987,2015,91,91800,43350,82620,57834,8262,0,16524,48450
5989988,2015,147,25600,36000,79360,31744,39680,0,15872,-10400
5989989,2015,980,320040,466725,96012,67208.4,19202.4,0,57607.2,-146685
5989990,2015,933,343840,506550,756448,378224,302579.2,226934.4,151289.6,-162710
5989991,2015,307,43440,72400,121632,85142.4,60816,0,24326.4,-28960
5989992,2015,119,421650,618420,1349280,539712,674640,269856,269856,-196770
5989993,2015,637,9360,9360,38376,15350.4,7675.2,7675.2,23025.6,0
5989994,2015,378,203700,393820,1018500,407400,101850,203700,407400,-190120
5989995,2015,61,296160,579980,444240,222120,222120,88848,88848,-283820
5989996,2015,391,41600,79040,4160,2496,416,416,2496,-37440
5989997,2015,644,135600,63280,352560,246792,105768,0,70512,72320
5989998,2015,692,77500,69750,310000,155000,62000,-31000,0,7750
5989999,2015,835,7410,7220,5187,3630.9,2074.8,1037.4,3112.2,190
5990000,2015,56,140200,266380,112160,44864,44864,44864,44864,-126180
5990002,2015,219,38100,63500,133350,53340,13335,53340,80010,-25400
5990003,2015,229,22600,10170,103960,72772,41584,10396,20792,12430
5990004,2015,604,144640,271200,708736,566988.8,283494.4,141747.2,425241.6,-126560
5990005,2015,361,436150,856440,1308450,785070,654225,392535,261690,-420290
5990008,2015,612,138150,193410,41445,29011.5,16578,4144.5,24867,-55260
5990009,2015,223,180000,86250,NA,345600,115200,115200,230400,93750
5990010,2015,964,30240,29400,148176,88905.6,14817.6,44452.8,29635.2,840
5990011,2015,804,6550,5240,16375,9825,3275,1637.5,6550,1310
5990012,2015,220,23920,41860,98072,39228.8,19614.4,19614.4,58843.2,-17940
5990013,2015,975,342160,335580,581672,232668.8,58167.2,174501.6,116334.4,6580
5990014,2015,133,51450,22050,20580,10290,10290,NA,12348,29400
5990015,2015,338,307840,150960,153920,92352,61568,46176,92352,156880
5990016,2015,737,180400,342760,595320,297660,59532,238128,238128,-162360
5990017,2015,731,132990,64480,412269,164907.6,164907.6,41226.9,164907.6,68510
5990018,2015,NA,74900,36380,157290,110103,15729,47187,94374,38520
5990020,2015,458,2640,4400,8184,4910.4,1636.8,818.4,3273.6,-1760
5990021,2015,63,171600,252450,171600,85800,17160,0,68640,-80850
5990022,2015,378,151650,296560,727920,509544,218376,72792,291168,-144910
5990023,2015,116,151800,72105,182160,127512,36432,0,36432,79695
5990024,NA,913,224400,325380,852720,682176,170544,341088,511632,-100980
5990025,2015,985,127400,236600,127400,50960,50960,50960,76440,-109200
5990026,2015,783,473720,464610,1231672,985337.6,492668.8,0,739003.2,9110
5990027,2015,768,151140,73280,589446,235778.4,235778.4,117889.2,353667.6,77860
5990028,2015,269,4000,3000,800,400,400,-80,0,1000
5990029,2015,831,83640,115005,100368,40147.2,30110.4,0,40147.2,-31365
5990030,2015,87,22980,28725,2298,1149,459.6,0,1378.8,-5745
5990031,2015,50,247720,363135,767932,614345.6,76793.2,0,307172.8,-115415
5990034,2015,695,197280,289755,591840,236736,118368,59184,236736,-92475
5990035,2015,165,172800,82080,622080,497664,311040,0,373248,90720
5990036,2015,957,67340,31080,20202,8080.8,8080.8,6060.6,12121.2,36260
5990037,2015,679,106880,51770,224448,179558.4,112224,67334.4,89779.2,55110
5990038,2015,533,48300,23345,222180,88872,88872,44436,44436,24955
5990040,2015,606,175320,255675,87660,35064,43830,17532,35064,-80355
5990041,2015,317,130410,186300,586845,293422.5,234738,-58684.5,0,-55890
5990042,2015,658,28320,47200,5664,2265.6,1132.8,566.4,2265.6,-18880
5990043,2015,800,39160,56070,144892,72446,28978.4,43467.6,57956.8,-16910
5990044,2015,698,9000,NA,11700,9360,5850,-1170,0,900
5990045,2015,305,81270,36120,40635,28444.5,4063.5,0,NA,45150
5990046,2015,961,67650,99630,67650,40590,13530,27060,27060,-31980
5990048,2015,597,182700,261000,146160,102312,73080,0,87696,-78300
5990049,2015,202,22440,30855,22440,17952,6732,8976,8976,-8415
5990050,2015,789,625300,923520,312650,250120,156325,125060,62530,-298220
5990053,2015,268,120480,230920,542160,325296,216864,162648,325296,-110440
5990054,2015,988,378840,554730,1363824,818294.4,681912,136382.4,818294.4,-175890
5990056,2015,551,33560,50340,77188,38594,7718.8,-7718.8,0,-16780
5990057,2015,438,40080,76820,196392,98196,19639.2,0,39278.4,-36740
5990059,2015,166,319600,623220,1470160,1029112,735080,-147016,0,-303620
5990060,2015,66,32240,14105,70928,56742.4,7092.8,14185.6,42556.8,18135
5990061,2015,773,60400,105700,223480,134088,44696,67044,134088,-45300
5990062,2015,121,28560,24990,59976,23990.4,23990.4,-5997.6,0,3570
5990063,2015,355,2480,1860,9920,5952,2976,0,1984,620
5990064,2015,693,17280,7560,69120,27648,20736,0,13824,9720
5990065,2015,734,80250,37450,312975,219082.5,156487.5,0,187785,42800
5990067,2015,78,616200,910080,1540500,616200,154050,-154050,0,-293880
5990068,2015,458,19680,14760,11808,4723.2,3542.4,-1180.8,0,4920
5990069,2015,286,10650,8520,25560,17892,10224,2556,15336,2130
5990071,2015,746,217250,104280,977625,488812.5,488812.5,0,586575,112970
5990072,2015,351,29520,55760,41328,28929.6,8265.6,16531.2,24796.8,-26240
5990073,2015,996,3750,4500,1125,900,562.5,450,675,-750
5990074,2015,365,93760,175800,121888,97510.4,60944,48755.2,24377.6,-82040
5990076,2015,274,549900,541440,604890,241956,60489,0,120978,8460
5990077,2015,790,303600,445050,333960,166980,66792,66792,200376,-141450
5990079,2015,881,323600,157755,323600,161800,97080,-32360,0,165845
5990080,2015,894,50880,69960,20352,8140.8,2035.2,2035.2,4070.4,-19080
5990082,2015,599,10220,9490,28616,17169.6,2861.6,11446.4,17169.6,730
5990083,2015,948,69930,59940,174825,104895,34965,34965,69930,9990
5990084,2015,49,139440,267260,125496,75297.6,62748,12549.6,75297.6,-127820
5990085,2015,738,77700,37555,287490,172494,143745,-28749,0,40145
5990086,2015,327,60120,87675,126252,75751.2,37875.6,12625.2,25250.4,-27555
5990087,2015,988,27200,52700,5440,3264,1088,-544,0,-25500
5990088,2015,331,25520,38280,68904,48232.8,6890.4,0,27561.6,-12760
5990089,2015,902,263250,253500,552825,221130,110565,55282.5,331695,9750
5990090,2015,522,102080,49445,214368,171494.4,21436.8,85747.2,42873.6,52635
5990091,2015,620,178400,347880,553040,221216,221216,165912,110608,-169480
5990092,2015,817,57120,23800,91392,36556.8,36556.8,0,54835.2,33320
5990093,2015,627,35910,46170,93366,37346.4,28009.8,-9336.6,0,-10260
5990094,2015,423,35400,32450,67260,53808,13452,13452,26904,2950
5990096,2015,287,55200,24150,198720,139104,39744,39744,39744,31050
5990097,2015,426,250500,123580,1102200,661320,330660,220440,440880,126920
5990098,2015,432,232650,113740,744480,297792,297792,-74448,0,118910
5990099,2015,257,28980,28290,84042,50425.2,25212.6,16808.4,16808.4,690
5990100,2015,241,36960,30800,59136,41395.2,23654.4,0,35481.6,6160
5990101,2015,56,48640,63840,116736,81715.2,58368,0,46694.4,-15200
5990102,2015,90,360800,351780,324720,259776,32472,97416,64944,9020
5990103,2015,354,96800,184800,435600,174240,87120,87120,87120,-88000
5990105,2015,NA,1430,2640,5291,2645.5,NA,1058.2,3174.6,-1210
5990106,2015,520,364000,535080,618800,309400,185640,-61880,0,-171080
5990107,2015,868,86200,77580,431000,258600,129300,129300,86200,8620
5990108,2015,534,396000,778800,594000,415800,59400,237600,237600,-382800
5990109,2015,452,14400,18900,2880,1440,1440,288,576,-4500
5990110,2015,709,4520,0,21244,12746.4,10622,4248.8,4248.8,4520
5990112,2015,775,4380,1825,17082,10249.2,8541,5124.6,3416.4,2555
5990113,2015,679,74800,98175,7480,4488,1496,2992,2992,-23375
5990114,2015,545,149120,72230,298240,238592,29824,89472,119296,76890
5990115,2015,476,169440,162380,135552,94886.4,27110.4,0,54220.8,7060
5990116,2015,147,46080,19200,147456,88473.6,14745.6,44236.8,58982.4,26880
5990117,2015,939,174200,330980,191620,114972,57486,-19162,0,-156780
5990118,2015,982,78050,75820,163905,114733.5,65562,49171.5,32781,2230
5990119,2015,535,229230,331110,527229,316337.4,52722.9,0,105445.8,-101880
5990120,2015,298,215000,NA,107500,43000,10750,32250,21500,111800
5990121,2015,726,3900,6240,18720,9360,9360,1872,3744,-2340
5990122,2015,417,221480,320355,487256,292353.6,146176.8,194902.4,292353.6,-98875
5990123,2015,216,32960,49440,145024,72512,58009.6,-14502.4,0,-16480
5990124,2015,229,15200,28500,36480,18240,3648,-3648,0,-13300
5990126,2015,786,327200,159510,1243360,621680,124336,-124336,0,167690
5990128,2015,102,14960,21930,67320,53856,33660,13464,26928,-6970
5990130,2015,316,3920,2940,13328,9329.6,3998.4,3998.4,5331.2,980
5990131,2015,495,27630,36840,88416,70732.8,8841.6,35366.4,17683.2,-9210
5990133,2015,754,190320,364780,247416,NA,74224.8,49483.2,148449.6,-174460
5990134,2015,647,304500,450660,334950,167475,33495,NA,200970,-146160
5990136,2015,986,4980,4980,15438,6175.2,1543.8,6175.2,3087.6,0
5990138,2015,993,10850,5270,54250,32550,10850,-5425,0,5580
5990139,2015,684,123300,232900,49320,24660,24660,-4932,0,-109600
5990140,2015,364,26640,8880,133200,53280,13320,13320,53280,17760
5990141,2015,345,13950,20460,34875,24412.5,6975,3487.5,20925,-6510
5990142,2015,136,4320,2100,20736,8294.4,8294.4,4147.2,12441.6,2220
5990143,2015,488,442800,216480,1549800,619920,619920,309960,619920,226320
5990144,2015,531,26920,20190,NA,6730,4038,-1346,0,6730
5990145,2015,632,175120,256710,770528,539369.6,77052.8,77052.8,154105.6,-81590
5990146,2015,199,250770,122170,752310,376155,75231,150462,451386,128600
5990147,NA,239,108800,51000,359040,251328,107712,107712,143616,57800
5990148,2015,529,11600,8700,40600,20300,16240,4060,24360,2900
5990149,2015,297,173700,246075,538470,269235,215388,107694,323082,-72375
5990150,2015,81,76700,138060,38350,30680,7670,-3835,0,-61360
5990151,2015,567,70400,34100,119680,95744,47872,47872,71808,36300
5990152,2015,51,84000,156000,243600,170520,24360,0,146160,-72000
5990154,2015,212,87000,79750,278400,139200,27840,83520,167040,7250
5990155,2015,348,127500,61625,51000,35700,15300,5100,30600,65875
5990156,2015,350,9000,17400,30600,18360,6120,9180,6120,-8400
5990157,2015,243,176400,260820,317520,190512,158760,95256,127008,-84420
5990158,2015,692,NA,250700,209280,83712,20928,0,83712,-119900
5990159,2015,587,85440,122820,179424,125596.8,71769.6,53827.2,35884.8,-37380
5990160,2015,989,234750,347430,563400,225360,169020,112680,112680,-112680
5990161,2015,337,287400,141305,546060,327636,218424,218424,218424,NA
5990162,2015,343,37920,66360,185808,130065.6,18580.8,74323.2,74323.2,-28440
5990163,2015,533,58500,52000,146250,58500,73125,29250,58500,6500
5990164,2015,386,60280,109600,54252,21700.8,27126,21700.8,21700.8,-49320
5990166,2015,351,117760,114080,11776,4710.4,2355.2,1177.6,7065.6,3680
5990167,2015,304,1380,1380,414,207,41.4,124.2,82.8,0
5990168,2015,127,113400,221760,442260,221130,88452,-44226,NA,-108360
5990169,2015,595,NA,7095,40248,24148.8,4024.8,16099.2,24148.8,8385
5990171,2015,928,154280,148770,617120,493696,308560,61712,370272,5510
5990172,2015,617,15750,10500,70875,35437.5,21262.5,-7087.5,0,5250
5990173,2015,248,86760,163880,312336,218635.2,31233.6,NA,187401.6,-77120
5990174,2015,187,439040,646800,1229312,491724.8,614656,0,491724.8,-207760
5990177,2015,101,106380,100470,468072,327650.4,46807.2,140421.6,93614.4,5910
5990178,2015,183,508200,1001880,660660,528528,66066,-66066,0,-493680
5990179,2015,839,96600,94990,67620,54096,27048,20286,27048,1610
5990180,2015,664,68580,30480,171450,85725,51435,17145,34290,38100
5990181,2015,373,41250,20350,57750,28875,11550,23100,23100,20900
5990182,2015,363,28450,22760,39830,19915,11949,0,15932,5690
5990183,2015,904,23000,21850,89700,35880,17940,26910,53820,1150
5990185,2015,432,30160,52780,132704,79622.4,53081.6,53081.6,53081.6,-22620
5990186,2015,754,153000,74800,168300,67320,16830,0,100980,78200
5990187,2015,787,92700,173040,157590,78795,15759,15759,94554,-80340
5990188,2015,157,9480,4345,35076,28060.8,17538,7015.2,21045.6,5135
5990189,2015,251,79680,114540,366528,183264,146611.2,73305.6,219916.8,-34860
5990190,2015,464,37800,18000,7560,3024,3024,756,4536,19800
5990191,2015,957,28920,39765,127248,63624,63624,25449.6,50899.2,-10845
5990192,2015,303,91140,169260,346332,207799.2,34633.2,138532.8,NA,-78120
5990194,2015,854,57600,107520,17280,8640,1728,-1728,0,-49920
5990195,2015,567,550900,814545,330540,231378,132216,33054,66108,-263645
5990197,2015,409,116280,164730,58140,40698,29070,-5814,0,-48450
5990198,2015,579,84000,82800,109200,65520,43680,-10920,0,1200
5990199,2015,662,41760,60900,100224,60134.4,30067.2,-10022.4,0,-19140
5990200,2015,241,14520,7260,46464,18585.6,9292.8,18585.6,9292.8,7260
5990201,2015,194,68080,89355,13616,5446.4,1361.6,0,8169.6,NA
5990203,2015,925,34240,49755,30816,18489.6,9244.8,0,18489.6,-15515
5990204,2015,509,26730,8910,112266,44906.4,11226.6,22453.2,44906.4,17820
5990205,2015,114,570,570,2451,1470.6,980.4,-245.1,0,0
5990206,2015,368,77040,110745,254232,152539.2,50846.4,25423.2,101692.8,-33705
5990207,2015,246,60880,26635,121760,85232,48704,0,24352,34245
