ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例
5996905,2007,6560,交通运输业,湖南,集体所有制企业,企业法人,0.89
5996773,2007,5690,社区服务,湖南,农民专业合作社,企业法人,0.78
5986667,2013,7560,零售业,江西,农民专业合作社,自然人,0.7
5999299,2012,8520,工业,福建,有限责任公司,企业法人,0.77
5987074,2009,2710,工业,广东,集体所有制企业,自然人,0.67
5989374,2005,8660,交通运输业,山东,集体所有制企业,企业法人,0.85
5982129,2008,2630,零售业,广东,有限责任公司,NA,0.7
5980718,2004,9490,零售业,湖南,有限责任公司,企业法人,0.63
5982685,2007,4370,商业服务业,湖南,农民专业合作社,自然人,0.87
5990813,2006,3510,零售业,江西,股份有限公司,企业法人,0.7
5994290,2000,7260,交通运输业,广西,NA,企业法人,1
5994883,2006,5470,社区服务,湖北,集体所有制企业,企业法人,0.53
5996233,2009,1020,社区服务,湖南,农民专业合作社,企业法人,0.58
5978131,2005,7820,零售业,广西,有限责任公司,企业法人,0.53
5989360,2012,9900,服务业,湖北,集体所有制企业,企业法人,0.96
5982965,2011,7810,工业,湖北,股份有限公司,自然人,0.55
5990821,2001,8090,工业,福建,股份有限公司,自然人,0.79
5985517,2012,3400,零售业,广西,集体所有制企业,自然人,0.51
5982615,2012,9290,工业,广西,集体所有制企业,NA,0.64
5998393,2003,5400,工业,湖北,合伙企业,自然人,0.94
5997821,2010,9180,零售业,湖南,合伙企业,自然人,0.64
5981680,2002,640,零售业,湖北,有限责任公司,企业法人,0.69
5982187,2006,6170,交通运输业,广东,农民专业合作社,企业法人,0.92
5992313,2011,7450,商业服务业,湖南,有限责任公司,企业法人,0.67
5983713,2012,8230,商业服务业,江西,有限责任公司,企业法人,0.96
5992527,2010,500,工业,广东,合伙企业,企业法人,0.85
5983683,2004,4250,服务业,湖北,合伙企业,自然人,0.75
5982623,2001,1670,工业,湖北,农民专业合作社,企业法人,0.67
5992577,2001,3200,交通运输业,山东,集体所有制企业,企业法人,0.94
5996149,2005,4730,社区服务,湖南,股份有限公司,企业法人,0.84
5980483,2008,6700,零售业,湖北,股份有限公司,企业法人,0.54
5992075,2008,6010,交通运输业,广东,合伙企业,自然人,0.64
5980435,2006,4390,工业,广东,股份有限公司,企业法人,0.79
5997272,2005,360,交通运输业,广西,农民专业合作社,自然人,0.91
5982583,NA,6430,社区服务,广东,有限责任公司,自然人,0.92
5998137,2011,7310,服务业,福建,农民专业合作社,企业法人,0.6
5987251,2011,3590,零售业,山东,集体所有制企业,自然人,0.88
5993551,2004,9350,交通运输业,湖南,农民专业合作社,自然人,0.73
5990368,2004,9260,服务业,湖北,农民专业合作社,自然人,0.97
5979073,2011,3310,交通运输业,湖南,股份有限公司,企业法人,0.58
5989373,2009,5760,交通运输业,广西,合伙企业,企业法人,0.97
5981661,2010,6460,服务业,江西,股份有限公司,自然人,0.95
5985577,2000,2480,零售业,江西,股份有限公司,企业法人,0.93
5983963,2014,4370,商业服务业,广东,股份有限公司,企业法人,0.8
5991298,2003,4650,服务业,江西,集体所有制企业,企业法人,0.97
5978323,2000,7140,服务业,山东,集体所有制企业,自然人,0.7
5992976,2011,8500,零售业,湖南,集体所有制企业,企业法人,0.86
5978631,2004,8490,交通运输业,山东,股份有限公司,企业法人,0.77
5978301,2009,1840,社区服务,广西,股份有限公司,企业法人,0.53
5995292,2013,5480,社区服务,广东,合伙企业,自然人,0.78
5998821,2014,3130,零售业,江西,农民专业合作社,自然人,0.9
5990299,2010,5560,工业,江西,合伙企业,自然人,0.93
5986293,2010,6600,商业服务业,湖北,集体所有制企业,自然人,0.8
5986152,2007,5800,工业,广西,有限责任公司,自然人,0.75
5978618,2012,2840,交通运输业,广西,有限责任公司,企业法人,0.68
5989694,2009,190,服务业,湖南,有限责任公司,自然人,0.85
5996333,2010,5380,商业服务业,广东,股份有限公司,企业法人,0.58
5993170,2001,1050,工业,江西,有限责任公司,自然人,0.83
5980671,2002,6490,交通运输业,江西,集体所有制企业,企业法人,0.85
5987768,2012,6990,商业服务业,山东,有限责任公司,自然人,1
5992802,2010,4190,零售业,山东,合伙企业,自然人,0.6
5987262,2008,2230,商业服务业,广西,农民专业合作社,企业法人,0.57
5997969,2012,8170,服务业,福建,股份有限公司,自然人,0.69
5996203,2004,7630,社区服务,广西,集体所有制企业,企业法人,0.66
5984973,2014,270,交通运输业,山东,股份有限公司,自然人,0.99
5986087,2000,4150,工业,福建,农民专业合作社,自然人,0.99
5990880,2014,9810,零售业,广西,农民专业合作社,自然人,0.73
5998793,2014,2220,零售业,江西,有限责任公司,自然人,0.82
5985626,2007,240,交通运输业,山东,集体所有制企业,NA,0.57
5982341,2002,7570,工业,湖北,农民专业合作社,企业法人,0.56
5990017,2004,4030,服务业,广西,集体所有制企业,企业法人,0.57
5993855,2013,7580,服务业,广东,农民专业合作社,自然人,0.7
5988868,2008,9080,交通运输业,湖南,农民专业合作社,自然人,0.71
5995208,2013,150,服务业,湖南,有限责任公司,企业法人,0.57
5991097,2007,990,工业,福建,有限责任公司,自然人,0.97
5982242,2014,3500,服务业,湖南,合伙企业,自然人,0.62
5993020,2004,3330,服务业,广东,农民专业合作社,企业法人,0.96
5984728,2002,6490,商业服务业,广东,股份有限公司,企业法人,0.66
5984295,2014,6630,工业,广西,有限责任公司,企业法人,0.72
5986168,2002,6500,工业,福建,有限责任公司,自然人,0.7
5979669,2007,8080,商业服务业,湖北,合伙企业,NA,0.97
5993027,2008,3380,商业服务业,山东,集体所有制企业,企业法人,0.72
5979781,2011,3060,工业,湖北,有限责任公司,企业法人,0.83
5981419,2006,810,零售业,湖北,合伙企业,企业法人,1
5987831,2009,3750,社区服务,福建,股份有限公司,企业法人,0.96
5995545,2012,2080,工业,江西,有限责任公司,企业法人,0.73
5983365,2002,3690,商业服务业,湖北,股份有限公司,企业法人,0.84
5998107,2008,6020,交通运输业,山东,合伙企业,企业法人,0.89
5989802,2007,9060,工业,湖南,农民专业合作社,自然人,0.93
5995666,2009,9600,零售业,湖北,股份有限公司,自然人,0.62
5998876,2010,4960,工业,广东,有限责任公司,企业法人,0.75
5998033,2009,5290,零售业,湖北,合伙企业,企业法人,0.79
5988282,2000,9090,社区服务,江西,农民专业合作社,企业法人,0.73
5999680,2007,7920,零售业,广东,集体所有制企业,企业法人,0.68
5999232,2003,800,商业服务业,山东,农民专业合作社,企业法人,0.96
5993000,2000,1870,社区服务,山东,集体所有制企业,自然人,0.87
5994954,2011,4680,服务业,福建,股份有限公司,自然人,0.71
5979660,2009,8430,零售业,湖北,有限责任公司,企业法人,0.74
5990478,2009,3110,零售业,湖北,农民专业合作社,自然人,0.59
5992907,2012,330,社区服务,广西,有限责任公司,自然人,0.62
5994458,2010,1520,商业服务业,湖南,合伙企业,企业法人,0.51
5988634,2010,7080,服务业,湖南,农民专业合作社,企业法人,0.8
5990773,2005,5950,社区服务,山东,合伙企业,企业法人,0.94
5985911,2014,560,商业服务业,山东,农民专业合作社,企业法人,0.76
5985810,2013,1860,交通运输业,湖南,股份有限公司,企业法人,0.52
5997469,2003,7490,商业服务业,广东,合伙企业,企业法人,0.64
5991280,2005,1150,社区服务,广东,合伙企业,自然人,0.71
5980412,2013,7710,工业,江西,股份有限公司,企业法人,0.89
5984278,2004,3840,交通运输业,广东,农民专业合作社,自然人,0.81
5995230,2009,2810,商业服务业,山东,合伙企业,企业法人,0.98
5998615,2001,9780,社区服务,湖南,农民专业合作社,企业法人,0.65
5995761,2013,1320,零售业,广西,股份有限公司,自然人,0.52
5998843,2013,4470,服务业,广西,集体所有制企业,企业法人,0.73
5988188,2008,6050,商业服务业,江西,有限责任公司,企业法人,0.71
5985899,2007,8080,交通运输业,广西,NA,企业法人,0.97
5981834,2007,9120,社区服务,广西,集体所有制企业,自然人,0.78
5986969,2007,7580,商业服务业,山东,农民专业合作社,企业法人,0.73
5982154,2009,3750,社区服务,湖南,股份有限公司,企业法人,0.72
5981175,2014,5200,交通运输业,山东,合伙企业,企业法人,0.74
5988954,2011,9620,零售业,江西,有限责任公司,自然人,0.69
5985649,2006,2650,商业服务业,湖北,股份有限公司,企业法人,0.62
5991727,2005,7670,服务业,广西,农民专业合作社,自然人,NA
5999986,2005,5170,工业,福建,股份有限公司,自然人,0.67
5996433,2006,7740,服务业,广东,股份有限公司,自然人,0.53
5983512,2012,2050,商业服务业,湖南,有限责任公司,自然人,1
5993441,2007,5200,零售业,湖南,集体所有制企业,企业法人,0.86
5996466,2008,1070,商业服务业,福建,股份有限公司,企业法人,0.71
5988274,2006,5460,工业,湖南,股份有限公司,企业法人,0.59
5984189,2006,6810,社区服务,福建,股份有限公司,自然人,0.98
5993106,2002,2540,零售业,江西,集体所有制企业,自然人,0.82
5997591,2013,2250,服务业,湖南,合伙企业,自然人,0.56
5999769,2009,9460,零售业,福建,合伙企业,企业法人,0.58
5986499,2012,7600,零售业,湖北,集体所有制企业,自然人,0.93
5984333,2001,3250,商业服务业,广东,合伙企业,自然人,0.55
5996037,2004,9720,商业服务业,广西,集体所有制企业,企业法人,0.84
5995858,2008,6680,工业,广东,有限责任公司,自然人,0.63
5979298,2008,4820,工业,广东,有限责任公司,企业法人,0.9
5985417,2007,5520,工业,江西,有限责任公司,自然人,0.57
5985240,2000,7520,交通运输业,山东,农民专业合作社,NA,0.85
5993424,2011,7110,零售业,湖南,有限责任公司,企业法人,0.82
5987510,2010,3270,社区服务,湖北,农民专业合作社,自然人,NA
5988955,2008,9310,交通运输业,湖南,合伙企业,企业法人,0.77
5990515,2007,2580,社区服务,山东,合伙企业,自然人,0.56
5982136,2001,2440,工业,山东,合伙企业,自然人,0.65
5979707,2011,7510,社区服务,广东,集体所有制企业,企业法人,0.7
5991531,2008,6710,服务业,山东,合伙企业,企业法人,0.66
5979115,2001,1120,工业,福建,农民专业合作社,企业法人,0.98
5978963,2005,4880,交通运输业,福建,合伙企业,自然人,0.75
5979357,2006,3400,交通运输业,湖北,有限责任公司,自然人,0.94
5980612,2014,9170,服务业,广东,有限责任公司,企业法人,0.59
5996938,2005,7190,工业,湖北,合伙企业,自然人,0.56
5984203,2013,580,商业服务业,广西,有限责任公司,自然人,0.79
5979600,2007,5560,社区服务,湖北,集体所有制企业,自然人,0.98
5999867,2006,4000,商业服务业,湖北,农民专业合作社,企业法人,NA
5988869,2011,1990,工业,湖南,集体所有制企业,企业法人,0.89
5990248,2013,9030,工业,江西,股份有限公司,自然人,0.83
5996670,2004,6090,工业,江西,农民专业合作社,企业法人,0.91
5997368,2000,940,商业服务业,福建,农民专业合作社,自然人,0.82
5998017,2010,3950,商业服务业,湖北,集体所有制企业,自然人,0.97
5995922,2014,4800,社区服务,广东,有限责任公司,企业法人,0.92
5984069,2004,1630,服务业,广东,集体所有制企业,企业法人,0.6
5986234,2004,630,社区服务,江西,集体所有制企业,自然人,0.58
5979068,2008,9180,交通运输业,福建,股份有限公司,企业法人,0.87
5994951,2002,310,社区服务,广东,合伙企业,企业法人,0.78
5992866,2003,8760,社区服务,江西,合伙企业,自然人,0.96
5995306,2000,4230,社区服务,广西,农民专业合作社,自然人,0.57
5996597,2003,440,服务业,广西,合伙企业,自然人,0.66
5980606,2005,660,交通运输业,山东,合伙企业,自然人,0.6
5997510,2000,4050,零售业,江西,合伙企业,自然人,0.51
5994580,2005,3690,工业,湖南,有限责任公司,自然人,0.62
5997599,2004,9340,零售业,广西,股份有限公司,企业法人,0.87
5982992,2008,770,交通运输业,湖北,有限责任公司,自然人,0.71
5992735,2004,1970,工业,福建,农民专业合作社,自然人,0.76
5982059,2011,5870,零售业,山东,农民专业合作社,企业法人,0.94
5995558,2014,2470,商业服务业,湖北,集体所有制企业,自然人,0.66
5995781,2000,4620,工业,湖北,合伙企业,自然人,0.86
5986113,2006,4440,交通运输业,江西,农民专业合作社,企业法人,0.66
5987773,2005,9090,社区服务,广西,有限责任公司,自然人,0.61
5978397,2014,2800,服务业,江西,股份有限公司,自然人,0.87
5980194,2011,490,交通运输业,广西,有限责任公司,企业法人,0.52
5994627,2000,500,交通运输业,广东,股份有限公司,自然人,0.66
5978276,2014,3150,工业,广西,合伙企业,自然人,0.83
5991834,2009,880,商业服务业,湖南,集体所有制企业,自然人,0.54
5999761,2004,5410,社区服务,福建,股份有限公司,自然人,0.73
5992265,2009,4170,服务业,山东,农民专业合作社,自然人,0.63
5987613,2005,2880,商业服务业,湖南,集体所有制企业,自然人,0.71
5984830,2012,2490,服务业,广西,合伙企业,自然人,0.79
5979520,2004,NA,零售业,江西,合伙企业,自然人,0.75
5993618,2001,2660,工业,江西,农民专业合作社,自然人,0.83
5988540,2004,7200,社区服务,广西,股份有限公司,企业法人,0.83
5978658,2012,1270,社区服务,湖南,集体所有制企业,企业法人,0.66
5995810,2002,7450,商业服务业,湖南,股份有限公司,自然人,NA
5979255,2010,5840,交通运输业,广东,农民专业合作社,自然人,0.55
5985646,2013,8210,社区服务,江西,合伙企业,企业法人,0.77
5986896,2004,7030,商业服务业,广东,农民专业合作社,企业法人,0.71
5984144,2004,3130,零售业,湖南,合伙企业,企业法人,0.82
5991639,2013,8460,商业服务业,湖南,股份有限公司,企业法人,0.54
5978682,2013,8470,社区服务,湖北,合伙企业,自然人,0.65
5984353,2007,7280,工业,福建,合伙企业,自然人,0.55
5979226,NA,9690,交通运输业,湖北,农民专业合作社,自然人,0.78
5994498,2012,7290,工业,福建,集体所有制企业,自然人,0.6
5979666,2003,7410,零售业,广西,合伙企业,自然人,0.86
5988258,2014,7070,工业,山东,农民专业合作社,自然人,0.53
5996728,2009,6130,交通运输业,江西,股份有限公司,自然人,1
5984671,2003,5880,工业,湖北,有限责任公司,企业法人,0.52
5988682,2011,4140,工业,福建,股份有限公司,企业法人,0.84
5993669,2014,5100,工业,广西,合伙企业,企业法人,0.65
5985869,2007,1780,商业服务业,湖南,股份有限公司,自然人,0.51
5992856,2008,790,交通运输业,广西,股份有限公司,自然人,0.51
5985727,2008,1950,零售业,广西,农民专业合作社,企业法人,0.74
5978545,2006,8030,社区服务,湖南,股份有限公司,企业法人,0.97
5993212,2005,2390,社区服务,山东,股份有限公司,自然人,0.86
5996287,2012,2350,工业,广西,NA,企业法人,0.59
5984437,2000,8680,交通运输业,广西,股份有限公司,自然人,0.55
5987595,2002,9430,服务业,福建,合伙企业,自然人,0.77
5982688,2013,6040,服务业,湖南,合伙企业,企业法人,0.91
5983316,2006,3990,服务业,福建,有限责任公司,企业法人,0.85
5997688,2006,3160,商业服务业,广西,有限责任公司,自然人,0.72
5984906,2006,2050,服务业,山东,农民专业合作社,自然人,0.91
5983515,2009,9870,服务业,江西,股份有限公司,企业法人,0.75
5999010,2003,9330,商业服务业,山东,集体所有制企业,自然人,0.51
5984583,2014,6640,交通运输业,广西,农民专业合作社,自然人,0.92
5989076,2002,5300,服务业,湖北,股份有限公司,企业法人,0.74
5996295,2005,3710,社区服务,山东,股份有限公司,企业法人,0.54
5985369,2003,7220,服务业,福建,集体所有制企业,自然人,0.95
5984172,2007,3800,社区服务,山东,有限责任公司,自然人,0.56
5986375,2014,7410,工业,湖南,股份有限公司,自然人,0.96
5996455,2000,4610,交通运输业,福建,有限责任公司,企业法人,0.75
5997178,2007,8900,工业,广西,农民专业合作社,自然人,0.91
5984579,2011,620,社区服务,江西,合伙企业,企业法人,0.53
5993975,2011,9020,零售业,广东,股份有限公司,企业法人,0.91
5995943,2004,2760,交通运输业,广西,股份有限公司,自然人,0.71
5983776,2010,4720,交通运输业,湖北,农民专业合作社,自然人,0.85
5993944,2000,3300,服务业,江西,股份有限公司,企业法人,0.81
5979408,2012,2310,零售业,广东,集体所有制企业,企业法人,0.89
5984422,2013,2890,服务业,江西,集体所有制企业,企业法人,0.7
5980722,2004,9460,社区服务,江西,集体所有制企业,企业法人,0.56
5988655,2005,6880,交通运输业,湖南,集体所有制企业,企业法人,0.96
5984842,2012,7780,商业服务业,福建,集体所有制企业,企业法人,0.63
5987446,2013,8300,零售业,江西,集体所有制企业,企业法人,0.83
5989638,2001,6330,商业服务业,湖南,合伙企业,自然人,0.68
5996870,2005,2660,商业服务业,湖南,有限责任公司,自然人,0.75
5992550,2003,6970,零售业,广东,农民专业合作社,企业法人,0.89
5994852,2009,8110,社区服务,NA,有限责任公司,自然人,0.74
5992055,2002,4310,商业服务业,广西,有限责任公司,企业法人,0.75
5996588,2014,7030,服务业,福建,股份有限公司,自然人,0.71
5998608,2014,2610,服务业,山东,有限责任公司,企业法人,0.55
5982875,2001,6090,工业,广东,农民专业合作社,企业法人,0.96
5987672,2002,8760,交通运输业,江西,有限责任公司,企业法人,0.95
5983593,2001,3900,服务业,广西,有限责任公司,自然人,0.52
5984994,2000,8590,社区服务,江西,集体所有制企业,企业法人,0.96
5981869,2004,4510,社区服务,广西,农民专业合作社,企业法人,0.86
5987295,2004,5580,社区服务,NA,有限责任公司,企业法人,0.75
5980631,2003,3510,交通运输业,湖北,有限责任公司,企业法人,0.79
5989208,2006,4970,零售业,湖南,集体所有制企业,企业法人,0.51
5998588,2000,3440,工业,广东,合伙企业,自然人,0.8
5981132,2012,2910,零售业,广东,有限责任公司,企业法人,0.81
5989064,2011,NA,工业,福建,农民专业合作社,自然人,0.68
5978380,2002,2640,零售业,江西,股份有限公司,企业法人,0.52
5987829,2005,250,交通运输业,江西,合伙企业,企业法人,0.74
5989350,2010,4150,工业,福建,合伙企业,企业法人,0.74
5995451,2006,8430,商业服务业,广东,农民专业合作社,自然人,0.97
5995845,2005,2450,零售业,江西,合伙企业,企业法人,0.56
5989908,2014,2180,商业服务业,江西,股份有限公司,自然人,0.81
5996279,2012,1340,社区服务,湖北,合伙企业,自然人,0.7
5991477,2005,210,社区服务,福建,股份有限公司,企业法人,0.82
5997160,2008,6230,工业,山东,有限责任公司,企业法人,0.59
5978936,2009,130,服务业,湖南,股份有限公司,企业法人,0.99
5982351,2013,7900,交通运输业,湖北,合伙企业,自然人,0.51
5982810,2010,3770,商业服务业,广西,股份有限公司,企业法人,0.59
5987271,2012,6270,零售业,江西,农民专业合作社,自然人,0.99
5984157,2013,8950,零售业,湖北,合伙企业,自然人,0.67
5985738,2012,2460,零售业,广东,合伙企业,企业法人,0.84
5992195,2012,7160,交通运输业,江西,有限责任公司,企业法人,0.53
5993833,2014,6680,工业,山东,合伙企业,自然人,0.94
5979434,2003,3790,工业,山东,股份有限公司,自然人,0.51
5984227,2010,4740,零售业,广西,农民专业合作社,自然人,0.99
5988951,2000,7780,交通运输业,山东,农民专业合作社,企业法人,0.59
5993699,NA,8330,服务业,湖南,有限责任公司,企业法人,0.54
5985253,2014,5790,工业,山东,股份有限公司,自然人,1
5990161,2000,4790,服务业,湖南,集体所有制企业,自然人,0.82
5989050,2000,5770,NA,福建,有限责任公司,企业法人,0.65
5998147,2008,7980,零售业,湖南,有限责任公司,自然人,0.93
5987686,2005,8270,社区服务,湖北,合伙企业,企业法人,0.52
5999281,2012,5810,交通运输业,广西,合伙企业,企业法人,0.73
5991244,2004,1750,商业服务业,湖北,有限责任公司,自然人,0.76
5992198,2011,4440,服务业,福建,合伙企业,自然人,0.54
5997929,2014,4370,商业服务业,湖北,合伙企业,企业法人,0.68
5988584,2003,1110,交通运输业,江西,集体所有制企业,企业法人,0.93
5992125,2013,6830,工业,江西,有限责任公司,企业法人,0.9
5981021,2007,5840,交通运输业,湖南,集体所有制企业,自然人,0.9
5991680,2001,5230,商业服务业,广东,合伙企业,企业法人,0.77
5989767,2007,9040,交通运输业,江西,集体所有制企业,企业法人,0.57
5996585,2013,7730,商业服务业,湖北,合伙企业,企业法人,0.78
5981704,2009,8790,工业,广东,股份有限公司,自然人,0.67
5998236,2000,4010,工业,福建,NA,自然人,0.88
5986635,2000,5040,交通运输业,广东,股份有限公司,自然人,0.77
5985488,2001,8250,工业,江西,有限责任公司,企业法人,0.73
5997292,2011,1190,服务业,广东,有限责任公司,自然人,0.75
5981080,2008,4900,零售业,福建,农民专业合作社,自然人,0.8
5988409,2014,4210,交通运输业,湖南,有限责任公司,企业法人,0.53
5984377,2005,2430,零售业,广东,合伙企业,自然人,0.85
5993240,2003,4150,服务业,广东,股份有限公司,自然人,0.86
5984765,NA,3730,社区服务,NA,股份有限公司,自然人,0.64
5996288,2013,6840,社区服务,山东,股份有限公司,自然人,0.94
5992489,2008,420,服务业,湖北,农民专业合作社,自然人,0.77
5997344,2006,6410,NA,广西,农民专业合作社,自然人,0.68
5982651,2003,8680,服务业,湖北,股份有限公司,自然人,0.61
5993426,2004,5080,零售业,广西,农民专业合作社,自然人,0.65
5980774,2008,7190,服务业,福建,集体所有制企业,企业法人,0.82
5987770,2009,8630,交通运输业,江西,合伙企业,自然人,0.69
5980415,2012,6630,商业服务业,山东,集体所有制企业,自然人,0.77
5995811,2010,5050,服务业,NA,集体所有制企业,企业法人,0.89
5993053,2011,760,商业服务业,湖北,合伙企业,自然人,0.73
5980395,2003,270,零售业,山东,股份有限公司,企业法人,0.99
5980664,2004,7560,工业,广东,农民专业合作社,自然人,0.68
5985697,2001,6560,社区服务,福建,有限责任公司,企业法人,0.7
5998018,2002,8900,交通运输业,广西,集体所有制企业,企业法人,0.76
5989625,2011,1140,服务业,广西,有限责任公司,企业法人,0.78
5993888,2005,9610,零售业,山东,集体所有制企业,自然人,0.93
5986677,2011,7390,社区服务,广西,农民专业合作社,自然人,0.77
5983065,2004,1230,社区服务,广西,有限责任公司,自然人,0.51
5995974,2001,300,交通运输业,江西,农民专业合作社,自然人,0.72
5981496,2012,5390,零售业,福建,合伙企业,企业法人,0.64
5989130,2008,9310,社区服务,江西,合伙企业,自然人,0.67
5991090,2000,6480,服务业,广西,农民专业合作社,自然人,0.59
5989605,2007,5090,商业服务业,江西,股份有限公司,企业法人,0.78
5989174,2013,8010,交通运输业,NA,股份有限公司,自然人,0.84
5989126,2001,440,社区服务,湖南,合伙企业,自然人,0.68
5992376,2009,3850,交通运输业,广西,农民专业合作社,企业法人,0.83
5995193,2012,4790,交通运输业,江西,合伙企业,企业法人,0.53
5988185,2014,8690,零售业,湖南,农民专业合作社,企业法人,0.53
5978090,2011,5420,交通运输业,江西,有限责任公司,企业法人,0.51
5995281,2012,9590,服务业,湖北,合伙企业,企业法人,0.83
5996097,2001,6790,商业服务业,江西,合伙企业,企业法人,0.67
5987935,2011,9110,社区服务,广东,合伙企业,企业法人,0.53
5993135,2004,9630,社区服务,福建,集体所有制企业,企业法人,0.54
5983681,2001,6820,工业,湖南,集体所有制企业,自然人,0.79
5986121,2014,7110,商业服务业,广西,农民专业合作社,企业法人,0.54
5994294,2011,3740,商业服务业,江西,集体所有制企业,企业法人,0.93
5995458,2001,5880,零售业,福建,股份有限公司,企业法人,0.97
5995121,2006,6000,服务业,广东,集体所有制企业,企业法人,0.62
5990967,2009,4870,商业服务业,江西,农民专业合作社,企业法人,0.68
5990256,2001,3830,社区服务,广东,有限责任公司,自然人,0.9
5982434,2014,9440,服务业,福建,股份有限公司,NA,0.82
5998113,2003,9490,零售业,福建,合伙企业,企业法人,0.92
5987662,2005,9830,交通运输业,湖南,农民专业合作社,企业法人,0.54
5987247,2004,1010,商业服务业,湖南,集体所有制企业,自然人,0.52
5979354,2002,6350,工业,湖北,集体所有制企业,企业法人,0.64
5986364,2006,7200,工业,湖北,股份有限公司,企业法人,0.91
5994895,2000,4820,社区服务,湖南,集体所有制企业,自然人,0.87
5983250,2009,2220,工业,广东,农民专业合作社,企业法人,0.69
5979334,2006,9680,社区服务,湖北,集体所有制企业,自然人,0.73
5984771,2011,5700,社区服务,湖南,合伙企业,企业法人,0.69
5991646,2003,3320,服务业,湖北,集体所有制企业,自然人,0.79
5988613,2011,8610,社区服务,福建,有限责任公司,自然人,0.85
5994709,2000,8550,商业服务业,江西,有限责任公司,自然人,1
5997124,2003,3810,社区服务,山东,有限责任公司,企业法人,0.54
5996876,2001,9210,零售业,福建,股份有限公司,自然人,0.75
5996138,2008,3780,工业,江西,农民专业合作社,企业法人,0.91
5983552,2000,9660,零售业,山东,股份有限公司,自然人,0.92
5999199,2007,290,商业服务业,广东,农民专业合作社,企业法人,0.76
5982235,2003,6870,交通运输业,福建,合伙企业,自然人,0.51
5994163,2000,680,零售业,山东,农民专业合作社,自然人,0.55
5979423,2010,9150,商业服务业,江西,合伙企业,企业法人,0.54
5999732,2002,9290,交通运输业,湖北,有限责任公司,自然人,0.67
5992626,2012,8130,交通运输业,广西,股份有限公司,自然人,0.71
5997708,2005,6210,零售业,广东,集体所有制企业,企业法人,0.53
5979725,2007,4110,服务业,江西,有限责任公司,自然人,0.6
5986356,2014,3640,零售业,山东,农民专业合作社,企业法人,0.9
5980499,2014,3840,社区服务,广东,股份有限公司,自然人,0.72
5995394,2009,9470,服务业,山东,集体所有制企业,自然人,0.55
5984228,2005,8080,社区服务,山东,农民专业合作社,自然人,0.93
5999610,2010,130,社区服务,广东,有限责任公司,企业法人,0.59
5997592,2007,4200,零售业,福建,集体所有制企业,自然人,0.72
5979452,2003,4550,零售业,NA,股份有限公司,企业法人,0.66
5997703,2006,250,社区服务,山东,集体所有制企业,自然人,0.76
5999865,2014,7140,交通运输业,湖南,农民专业合作社,自然人,0.93
5980430,2008,290,零售业,江西,集体所有制企业,自然人,0.73
5989846,2001,8140,社区服务,广东,合伙企业,自然人,0.65
5993357,NA,4480,交通运输业,湖南,合伙企业,自然人,0.6
5998936,2006,6780,零售业,山东,股份有限公司,企业法人,0.69
5981916,2004,1820,交通运输业,广东,有限责任公司,企业法人,0.95
5999215,2000,9530,社区服务,广东,股份有限公司,企业法人,0.99
5983080,2008,9240,交通运输业,广东,农民专业合作社,自然人,0.74
5986992,2010,3920,零售业,山东,股份有限公司,自然人,0.98
5991868,2010,6910,工业,湖南,合伙企业,自然人,0.76
5978186,2008,9120,零售业,山东,农民专业合作社,企业法人,0.81
5994698,2009,9770,商业服务业,山东,集体所有制企业,企业法人,NA
5982193,2003,7680,社区服务,江西,农民专业合作社,企业法人,0.59
5979205,2008,5180,零售业,福建,集体所有制企业,自然人,0.85
5979949,2011,6920,交通运输业,福建,有限责任公司,自然人,0.91
5991965,2012,3010,社区服务,广东,有限责任公司,企业法人,0.84
5993637,2003,1900,零售业,湖南,有限责任公司,自然人,0.54
5981727,2007,6210,交通运输业,湖北,合伙企业,企业法人,0.83
5998438,2008,4180,工业,湖南,合伙企业,自然人,0.7
5979720,2014,3720,社区服务,湖北,股份有限公司,自然人,0.56
5996161,2000,2320,交通运输业,福建,农民专业合作社,自然人,0.98
5980840,2005,7870,交通运输业,湖南,合伙企业,企业法人,0.81
5984141,2008,9520,零售业,湖南,合伙企业,自然人,0.61
5981541,2010,620,零售业,湖南,合伙企业,自然人,0.73
5999523,2012,3300,工业,山东,合伙企业,自然人,0.87
5995037,2003,5430,社区服务,广西,有限责任公司,企业法人,0.84
5987574,2001,8630,商业服务业,广西,集体所有制企业,自然人,0.68
5986091,2006,3460,服务业,广西,集体所有制企业,企业法人,0.83
5987512,2009,8660,工业,广东,集体所有制企业,企业法人,0.95
5990750,2006,5510,零售业,广东,农民专业合作社,企业法人,0.66
5980876,2006,2710,交通运输业,湖北,有限责任公司,自然人,0.71
5996186,2012,6240,服务业,广西,股份有限公司,NA,0.7
5984786,2002,1380,商业服务业,湖北,有限责任公司,自然人,0.61
5983032,2005,3460,工业,山东,农民专业合作社,企业法人,0.63
5994816,2012,6780,社区服务,山东,合伙企业,企业法人,0.82
5983110,2011,1530,社区服务,广西,合伙企业,自然人,0.83
5981349,2004,800,社区服务,福建,农民专业合作社,自然人,0.96
5989761,2001,9780,商业服务业,湖南,股份有限公司,自然人,0.52
5985386,2006,1620,工业,山东,合伙企业,企业法人,0.92
5978778,2007,2360,服务业,山东,股份有限公司,企业法人,0.76
