ID,专利,商标,著作权
5982532,0,1,1
5982533,0,1,1
5982534,1,0,1
5982537,0,0,0
5982538,1,0,0
5982539,1,1,1
5982540,0,0,1
5982541,0,0,1
5982542,0,0,0
5982543,1,1,1
5982544,0,1,1
5982546,0,0,0
5982547,1,0,1
5982549,1,1,0
5982550,1,1,1
5982551,0,0,0
5982552,0,0,0
5982553,0,0,0
5982555,0,0,0
5982556,0,0,0
5982557,0,1,1
5982559,1,1,1
5982560,0,0,0
5982563,0,0,0
5982564,0,NA,0
5982566,1,1,1
5982567,0,0,0
5982568,0,0,0
5982570,0,0,NA
5982571,0,0,0
5982572,1,0,0
5982573,0,0,0
5982574,0,1,0
5982576,0,1,1
5982577,0,0,1
5982579,0,NA,0
5982581,1,1,1
5982582,1,0,0
5982583,0,0,0
5982584,1,1,0
5982585,1,0,1
5982586,0,1,1
5982587,1,1,1
5982588,1,1,0
5982589,0,0,0
5982590,1,1,1
5982591,1,1,0
5982592,0,0,1
5982593,1,0,1
5982595,0,1,NA
5982596,1,1,0
5982597,0,0,1
5982598,0,0,NA
5982599,1,0,1
5982600,0,0,0
5982601,1,0,1
5982602,0,0,0
5982603,NA,1,1
5982604,0,1,0
5982605,1,1,0
5982606,0,1,NA
5982607,0,0,0
5982608,0,NA,0
5982609,0,0,0
5982610,0,0,0
5982611,0,0,0
5982612,1,1,1
5982613,0,0,0
5982614,0,0,0
5982615,1,0,1
5982617,1,1,0
5982618,1,1,0
5982620,NA,0,0
5982621,0,0,0
5982622,1,0,1
5982623,0,0,0
5982625,0,0,0
5982626,0,0,0
5982627,0,0,0
5982628,1,0,1
5982629,0,0,0
5982630,1,0,1
5982631,0,0,1
5982632,1,1,1
5982633,1,1,0
5982634,0,0,0
5982635,1,1,1
5982637,0,0,0
5982640,0,0,0
5982641,0,1,1
5982643,0,0,0
5982644,1,0,1
5982645,1,1,1
5982646,0,0,0
5982647,0,0,0
5982648,0,0,0
5982649,1,1,1
5982650,1,1,1
5982651,0,1,1
5982652,0,0,0
5982653,0,0,0
5982654,1,0,1
5982656,1,1,1
5982657,1,0,1
5982658,1,1,0
5982659,0,1,1
5982662,1,0,1
5982663,0,0,0
5982664,0,1,1
5982665,1,0,0
5982666,0,1,1
5982667,1,0,1
5982669,0,0,0
5982670,1,0,1
5982673,1,1,1
5982674,0,0,0
5982675,0,1,1
5982678,0,0,0
5982679,1,1,0
5982680,0,0,1
5982681,0,0,0
5982683,0,0,0
5982685,0,0,0
5982686,1,1,0
5982687,0,0,0
5982688,0,0,0
5982689,0,1,1
5982690,0,0,0
5982691,0,0,0
5982692,1,0,NA
5982693,0,0,0
5982694,1,0,0
5982696,0,1,0
5982698,0,0,0
5982700,1,0,0
5982703,0,0,0
5982704,1,1,0
5982707,1,1,0
5982708,0,0,0
5982711,1,0,0
5982712,1,1,1
5982713,0,0,0
5982714,0,0,0
5982715,NA,1,1
5982716,0,1,1
5982717,0,0,0
5982718,0,0,0
5982719,0,0,0
5982720,0,0,0
5982722,0,1,1
5982723,0,0,0
5982724,0,0,0
5982725,0,0,0
5982726,NA,0,0
5982727,1,1,0
5982728,0,0,0
5982729,1,1,0
5982730,1,NA,1
5982731,0,1,1
5982733,1,0,0
5982735,0,0,0
5982736,1,1,0
5982739,1,1,1
5982740,0,1,1
5982741,0,0,0
5982742,1,0,1
5982743,0,0,0
5982744,1,0,1
5982745,0,0,0
5982748,0,0,0
5982749,0,0,0
5982751,0,0,0
5982753,1,1,0
5982754,0,1,1
5982756,0,0,0
5982757,0,0,0
5982759,0,0,0
5982760,1,0,0
5982761,0,0,0
5982763,0,0,0
5982764,0,1,1
5982765,1,1,0
5982766,0,0,0
5982767,1,0,1
5982768,0,1,1
5982769,0,0,0
5982773,1,1,0
5982774,0,0,0
5982775,1,1,0
5982776,1,0,NA
5982777,1,1,1
5982778,1,0,0
5982780,1,0,1
5982781,0,1,0
5982783,0,1,1
5982784,0,1,0
5982785,0,0,0
5982786,0,1,0
5982787,1,0,1
5982788,0,1,1
5982789,1,0,1
5982790,1,0,0
5982792,0,1,0
5982793,1,1,1
5982794,0,0,0
5982795,0,0,0
5982796,1,0,1
5982797,0,0,0
5982798,0,0,0
5982799,0,0,0
5982800,1,1,0
5982801,0,1,0
5982803,0,1,1
5982804,0,1,1
5982805,0,0,NA
5982806,0,0,0
5982808,0,1,0
5982810,0,0,0
5982811,0,0,0
5982812,1,1,1
5982813,1,0,1
5982817,0,0,0
5982818,0,1,1
5982819,1,1,1
5982820,0,0,0
5982821,0,0,0
5982822,0,0,0
5982823,0,0,1
5982826,0,0,0
5982827,1,1,0
5982828,1,0,0
5982830,0,1,1
5982831,1,1,1
5982832,1,0,1
5982833,0,0,0
5982835,0,0,0
5982837,1,1,1
5982840,1,1,0
5982841,0,1,1
5982842,0,0,1
5982844,1,1,1
5982845,1,1,1
5982846,1,0,1
5982847,NA,1,0
5982848,0,1,1
5982849,0,1,1
5982850,1,1,1
5982851,1,0,1
5982852,1,1,0
5982853,0,0,0
5982855,0,0,0
5982856,1,1,0
5982857,1,0,0
5982858,1,1,1
5982859,1,0,1
5982860,0,1,1
5982862,0,0,0
5982863,0,0,0
5982864,0,1,0
5982866,0,1,1
5982867,0,0,0
5982868,0,1,0
5982869,0,0,0
5982871,1,0,1
5982872,1,1,0
5982873,1,1,0
5982874,0,1,NA
5982875,1,1,0
5982876,0,0,0
5982877,0,0,NA
5982879,1,1,1
5982881,1,1,0
5982882,1,1,1
5982885,1,1,1
5982886,0,0,0
5982887,0,0,0
5982888,0,0,0
5982889,0,1,0
5982890,1,0,1
5982891,0,1,1
5982892,0,0,0
5982893,1,1,0
5982894,0,0,0
5982895,1,1,0
5982896,0,1,1
5982897,0,0,0
5982898,0,0,0
5982900,0,0,0
5982901,0,1,0
5982902,0,0,0
5982903,1,1,1
5982904,0,1,1
5982905,0,0,0
5982906,0,0,0
5982907,0,0,0
5982908,1,0,1
5982910,1,0,1
5982911,0,1,1
5982912,0,1,1
5982913,0,1,1
5982915,0,0,0
5982916,0,0,0
5982917,0,1,1
5982918,1,0,1
5982919,1,1,1
5982920,0,0,0
5982921,0,1,1
5982922,0,0,0
5982923,0,0,0
5982924,1,0,1
5982925,1,1,1
5982926,0,0,0
5982927,0,0,1
5982928,1,1,0
5982929,0,0,0
5982930,0,0,0
5982931,1,1,0
5982932,0,0,0
5982933,0,0,0
5982934,1,1,1
5982936,0,0,0
5982937,0,1,1
5982938,1,1,0
5982939,0,1,0
5982940,1,1,0
5982941,0,0,0
5982942,1,0,1
5982943,0,0,0
5982944,1,1,0
5982946,0,0,0
5982947,0,0,0
5982948,0,1,1
5982950,1,1,0
5982951,1,1,0
5982952,0,1,1
5982953,0,0,0
5982954,0,0,0
5982956,0,0,0
5982957,1,1,1
5982959,0,1,1
5982960,0,0,0
5982961,0,0,0
5982962,0,0,0
5982964,1,0,1
5982965,0,0,0
5982966,1,1,1
5982967,0,0,0
5982968,0,0,0
5982969,0,0,0
5982971,0,1,1
5982973,0,0,0
5982974,1,1,0
5982975,0,0,0
5982977,0,0,1
5982978,0,0,1
5982980,1,1,0
5982981,0,0,0
5982982,0,0,0
5982983,1,0,1
5982984,1,1,1
5982985,0,0,0
5982986,1,1,0
5982987,0,0,1
5982988,1,0,1
5982992,1,0,1
5982993,1,1,1
5982994,0,0,0
5982995,0,1,1
5982996,1,1,0
5982997,0,1,1
5983000,0,1,1
5983001,0,1,1
5983003,0,0,0
5983004,0,0,1
5983005,0,0,0
5983006,1,0,1
5983007,0,0,0
5983008,1,0,1
5983009,1,0,1
5983010,0,0,0
5983012,1,1,0
5983014,1,1,1
5983017,0,0,0
5983020,0,0,0
5983021,1,0,1
5983022,1,1,0
5983023,0,1,1
5983024,1,1,0
5983025,0,0,0
5983026,0,0,0
5983027,1,0,1
5983029,0,0,0
5983030,0,1,1
5983031,0,0,0
5983032,0,0,0
5983034,1,1,1
5983035,0,0,0
5983036,0,0,1
5983037,0,0,0
5983038,1,0,1
5983040,0,0,0
5983041,1,1,0
5983042,1,1,1
5983043,0,1,0
5983045,0,0,0
5983046,0,0,0
5983047,1,1,0
5983048,0,0,0
5983049,0,NA,0
5983050,0,0,0
5983051,0,1,1
5983052,0,0,0
5983054,0,0,1
5983056,0,0,0
5983057,1,0,1
5983059,0,1,1
5983060,0,0,0
5983062,0,0,0
5983063,1,1,0
5983065,1,0,1
5983066,0,0,0
5983067,1,0,1
5983070,0,0,0
5983071,0,0,0
5983072,0,1,1
5983074,1,0,1
5983075,0,0,0
5983076,0,1,1
5983077,NA,0,0
5983078,1,1,1
5983079,0,0,0
5983080,1,0,1
5983082,0,0,0
5983083,1,1,0
5983084,0,1,0
5983086,1,1,1
5983088,0,0,0
5983089,NA,1,0
5983090,0,0,1
5983093,1,0,1
5983095,1,0,1
5983096,1,1,1
5983097,1,1,0
5983098,0,0,0
5983100,1,1,1
5983101,0,1,0
5983102,1,0,0
5983103,0,0,0
5983104,0,1,1
5983105,0,0,0
5983106,0,0,0
5983109,0,1,1
5983110,1,1,0
5983111,0,0,0
5983112,0,0,0
5983114,0,0,0
5983115,0,1,0
5983116,1,1,1
5983117,0,0,0
5983119,0,0,0
5983120,0,1,1
5983121,1,1,NA
5983122,0,0,0
5983124,0,0,1
5983125,0,0,0
5983126,0,0,1
5983127,0,0,1
5983128,0,0,0
5983129,1,1,0
5983130,1,1,1
5983132,0,1,0
5983133,1,0,1
5983134,0,0,0
5983135,0,1,1
5983137,0,1,1
5983139,0,0,0
5983140,0,1,0
5983141,1,1,0
5983142,0,0,0
5983143,1,1,1
5983144,0,0,0
5983145,0,0,0
5983146,0,1,1
5983147,0,0,0
5983148,0,0,0
5983150,1,1,0
5983151,0,1,1
5983152,0,0,0
5983153,0,0,0
5983154,0,0,0
5983156,0,1,1
5983157,0,0,0
5983158,0,1,0
5983159,0,1,1
5983161,0,0,0
5983164,0,0,1
5983165,1,1,1
5983166,0,0,0
5983169,0,1,1
5983170,0,0,0
5983173,0,0,0
5983174,0,0,0
5983175,0,0,0
5983176,1,1,0
5983178,0,1,1
5983179,0,0,0
5983181,0,1,1
5983182,1,1,1
5983183,1,1,1
5983186,0,1,1
5983188,0,1,1
5983189,1,1,1
5983190,0,0,0
5983191,1,0,1
5983192,0,0,0
5983194,0,0,0
5983196,1,0,1
5983197,0,0,0
5983198,0,1,1
5983200,0,0,0
5983201,0,0,0
5983202,0,1,1
5983203,1,1,0
5983204,0,1,1
5983205,1,1,1
5983206,0,0,0
5983208,1,0,0
5983209,0,0,0
5983210,0,0,0
5983211,0,0,0
5983212,0,0,0
5983213,0,0,0
5983214,1,1,1
5983215,0,0,0
5983216,0,1,1
5983217,1,1,1
5983218,1,0,0
5983220,1,1,1
5983221,0,1,1
5983223,1,1,1
5983224,1,0,1
5983225,1,0,1
5983227,0,0,0
5983228,0,0,0
5983229,0,1,0
5983230,0,1,1
5983231,0,1,1
5983232,0,1,1
5983234,1,0,1
5983237,0,0,0
5983238,0,1,1
5983240,0,0,0
5983241,0,0,0
5983242,NA,0,1
5983243,0,0,0
5983244,1,1,0
5983249,0,0,0
5983250,0,0,0
5983251,0,1,1
5983252,0,0,0
5983253,0,0,0
5983254,0,0,0
5983255,0,1,1
5983256,1,0,1
5983257,0,1,0
5983258,0,0,1
5983259,0,0,0
5983260,0,0,0
5983261,1,1,1
5983262,0,0,0
5983263,0,0,0
5983264,0,0,0
5983266,0,1,1
5983267,0,0,0
5983268,1,0,1
5983269,1,1,1
5983270,0,0,0
5983273,0,0,0
5983275,0,0,0
5983277,0,0,0
5983278,1,0,1
5983279,0,0,0
5983280,0,1,0
5983281,1,1,0
5983282,0,0,0
5983283,0,0,1
5983284,1,1,0
5983285,1,1,0
5983286,0,0,0
5983287,0,0,NA
5983288,0,0,0
5983289,0,0,0
5983290,0,0,0
5983291,0,1,1
5983292,0,0,0
5983294,0,0,0
5983295,1,1,1
5983296,NA,0,1
5983298,0,0,0
5983299,1,1,0
5983300,1,0,1
5983301,0,1,1
5983302,0,1,1
5983305,0,0,0
5983306,1,0,0
5983307,0,0,0
5983308,0,1,1
5983309,1,0,1
5983311,1,1,1
5983312,0,0,0
5983313,0,0,0
5983314,0,0,0
5983316,1,1,1
5983317,0,1,1
5983318,1,1,0
5983319,0,0,0
5983320,0,1,1
5983321,1,0,1
5983322,0,0,0
5983323,1,1,0
5983324,0,0,0
5983325,0,0,0
5983326,0,0,1
5983327,0,0,0
5983328,0,0,0
5983329,1,1,1
5983330,0,1,1
5983331,0,0,0
5983332,1,0,1
5983333,0,1,1
5983334,0,0,0
5983335,1,0,0
5983336,1,0,0
5983337,0,0,0
5983338,0,0,0
5983339,0,0,0
5983340,0,0,0
5983341,1,1,0
5983342,0,1,1
5983343,1,0,1
5983344,1,0,0
5983345,0,0,0
5983346,1,0,1
5983347,1,1,0
5983348,0,0,0
5983350,0,1,1
5983351,1,1,1
5983353,0,1,1
5983354,0,0,NA
5983355,0,1,1
5983356,1,1,0
5983358,0,0,0
5983360,0,0,0
5983361,1,1,0
5983362,0,0,0
5983364,1,0,1
5983365,0,0,0
5983367,1,0,1
5983368,0,0,0
5983369,0,0,0
5983370,1,1,0
5983371,0,1,1
5983372,1,0,0
5983374,0,1,1
5983375,1,0,0
5983379,0,0,0
5983380,1,0,0
5983381,0,0,0
5983382,0,0,1
5983383,0,0,0
5983385,0,1,0
5983386,1,1,0
5983387,0,1,0
5983388,1,0,0
5983390,0,1,0
5983391,1,0,1
5983392,1,0,1
5983393,0,1,0
5983394,0,0,0
5983395,0,0,0
5983396,0,0,0
5983397,0,1,1
5983398,0,1,1
5983399,0,1,1
5983402,0,0,0
5983403,1,1,1
5983404,0,0,0
5983405,0,0,0
5983407,0,1,0
5983408,0,0,0
5983409,1,1,0
5983412,1,1,0
5983413,0,0,1
5983414,0,1,0
5983415,0,1,1
5983419,0,0,0
5983420,0,0,0
5983421,0,0,0
5983422,0,0,0
5983424,1,1,0
5983425,1,1,0
5983426,1,0,0
5983428,1,1,1
5983429,1,1,1
5983430,0,0,0
5983431,0,1,1
5983433,0,0,0
5983434,0,0,0
5983435,0,0,0
5983436,1,0,1
5983437,0,1,1
5983438,0,0,0
5983439,0,1,1
5983440,0,0,0
5983441,0,0,0
5983442,1,1,0
5983443,1,1,0
5983444,1,0,1
5983445,0,0,0
5983447,0,0,0
5983450,1,0,1
5983451,1,0,1
5983452,1,1,1
5983453,0,0,0
5983454,1,1,0
5983457,1,0,1
5983458,1,1,0
5983459,0,1,1
5983460,1,1,1
5983461,1,1,1
5983463,1,0,0
5983464,0,1,0
5983468,1,0,0
5983469,1,1,1
5983470,0,1,1
5983471,0,0,0
5983473,0,0,0
5983475,1,0,1
5983478,1,0,1
5983479,0,0,1
5983481,1,0,1
5983482,0,0,0
5983484,0,1,1
5983485,0,0,0
5983487,1,1,0
5983489,1,0,0
5983490,1,1,1
5983492,0,0,0
5983493,0,0,1
5983494,1,0,0
5983495,0,NA,0
5983496,NA,1,0
5983497,0,0,0
5983498,1,0,1
5983500,0,0,0
5983501,0,0,0
5983502,1,0,1
5983503,0,0,0
5983504,0,0,0
5983506,0,1,1
5983508,0,0,0
5983509,0,1,0
5983510,0,0,0
5983511,0,0,0
5983512,0,0,0
5983513,0,1,1
5983514,1,0,1
5983515,0,0,0
5983516,0,1,0
5983517,1,0,1
5983518,0,0,0
5983519,0,0,0
5983520,0,0,0
5983521,1,0,1
5983522,1,NA,0
5983524,0,0,0
5983525,0,0,0
5983527,0,0,0
5983528,1,1,0
5983529,1,0,1
5983530,0,1,0
5983531,1,1,1
5983532,0,0,0
5983534,0,0,0
5983535,1,0,1
5983536,0,0,0
5983537,1,1,0
5983538,0,0,0
5983540,0,1,0
5983541,1,0,1
5983542,0,0,0
5983544,1,0,1
5983545,0,0,0
5983546,0,0,1
5983547,1,1,1
5983548,1,0,1
5983549,0,1,1
5983550,0,0,0
5983551,0,0,0
5983552,0,1,1
5983554,0,0,0
5983555,1,1,1
5983557,0,1,1
5983558,0,0,0
5983559,0,0,1
5983560,1,0,1
5983561,0,1,1
5983562,1,0,0
5983563,0,1,1
5983564,0,0,0
5983565,0,0,0
5983566,1,0,0
5983567,0,0,0
5983569,1,1,1
5983570,1,0,1
5983571,1,0,1
5983572,0,0,1
5983573,1,1,1
5983574,1,0,0
5983575,1,0,1
5983576,1,0,0
5983577,0,0,0
5983578,1,0,0
5983579,1,0,1
5983580,1,0,0
5983581,0,0,0
5983583,0,0,0
5983584,0,0,0
5983585,0,0,0
5983586,1,0,0
5983587,0,0,0
5983588,0,0,0
5983589,0,0,0
5983590,1,0,1
5983591,0,0,0
5983592,1,1,0
5983593,0,0,0
5983595,0,0,0
5983597,1,1,0
5983598,0,0,0
5983599,1,1,1
5983600,0,1,0
5983601,0,0,0
5983602,1,0,1
5983604,0,1,0
5983605,0,0,0
5983609,0,1,0
5983610,0,0,0
5983611,0,1,1
5983612,0,1,1
5983613,0,0,0
5983614,0,0,0
5983619,0,1,0
5983621,1,0,1
5983623,0,1,0
5983624,0,0,0
5983625,0,0,1
5983626,0,0,0
5983627,1,0,1
5983628,0,1,1
5983632,0,0,0
5983633,1,NA,0
5983634,1,0,1
5983635,0,1,1
5983636,0,1,1
5983638,1,1,1
5983639,0,1,1
5983640,0,0,0
5983641,0,1,1
5983642,0,1,1
5983643,0,0,1
5983645,1,1,1
5983646,0,1,1
5983647,0,0,0
5983648,0,1,1
5983649,0,0,1
5983651,0,0,0
5983652,0,1,0
5983653,1,0,1
5983655,0,0,0
5983656,0,0,0
5983658,1,0,1
5983660,0,0,0
5983661,0,0,0
5983662,0,1,1
5983663,0,0,0
5983664,0,0,0
5983666,1,0,1
5983668,1,1,1
5983669,0,0,1
5983671,1,0,1
5983673,0,0,0
5983675,0,0,1
5983676,0,0,1
5983677,1,0,0
5983679,0,0,0
5983681,1,0,1
5983682,0,0,0
5983683,0,1,1
5983685,0,0,0
5983686,1,1,1
5983687,0,0,0
5983688,1,1,1
5983689,0,0,0
5983690,1,1,0
5983691,1,0,0
5983692,1,0,0
5983694,0,0,0
5983695,0,0,0
5983697,0,0,0
5983698,1,1,1
5983699,0,0,0
5983700,1,1,0
5983701,0,0,0
5983702,0,0,0
5983703,1,1,0
5983704,0,0,0
5983706,0,0,0
5983707,1,1,0
5983708,0,1,1
5983709,0,1,1
5983710,1,0,1
5983711,1,0,1
5983712,0,0,0
5983713,0,NA,1
5983714,1,0,0
5983715,1,1,1
5983717,0,1,1
5983718,NA,0,0
5983721,0,1,1
5983722,0,1,1
5983724,1,1,0
5983726,0,0,0
5983727,1,0,0
5983728,0,0,0
5983730,1,0,0
5983731,0,1,1
5983732,0,0,0
5983734,1,0,1
5983735,1,1,1
5983738,1,0,1
5983739,0,0,1
5983740,1,0,1
5983741,1,0,1
5983742,0,1,0
5983743,1,0,1
5983745,1,1,1
5983747,1,0,1
5983748,0,1,1
5983751,0,0,1
5983753,NA,1,0
5983754,0,0,0
5983755,1,1,1
5983756,1,1,1
5983757,0,0,0
5983758,0,0,0
5983759,1,1,0
5983761,0,0,0
5983762,0,0,1
5983764,1,0,1
5983766,1,1,0
5983767,0,1,0
5983768,1,1,0
5983769,0,1,1
5983770,0,0,0
5983771,1,0,1
5983772,0,0,0
5983773,0,0,0
5983774,1,1,1
5983775,1,1,1
5983776,0,0,0
5983777,1,1,1
5983778,0,0,0
5983779,1,1,0
5983780,0,0,0
5983782,0,0,0
5983783,1,0,0
5983785,0,0,0
5983786,1,0,1
5983788,1,1,0
5983789,0,0,0
5983790,0,0,NA
5983791,0,1,1
5983796,1,NA,0
5983798,0,1,0
5983799,0,0,0
5983801,0,0,0
5983802,0,0,0
5983803,0,0,0
5983805,1,1,1
5983806,0,0,0
5983807,0,1,1
5983808,0,0,0
5983809,1,1,0
5983810,0,1,0
5983811,0,1,0
5983812,0,1,1
5983814,0,0,0
5983817,0,0,0
5983818,0,0,0
5983819,0,0,0
5983820,0,0,0
5983821,0,0,0
5983822,0,0,0
5983824,1,0,0
5983825,0,1,1
5983826,0,1,1
5983827,0,0,0
5983828,0,0,1
5983833,1,1,0
5983835,0,0,0
5983836,1,1,0
5983837,1,1,0
5983838,0,0,0
5983839,1,1,1
5983840,1,1,1
5983841,0,1,0
5983842,1,1,0
5983843,1,1,1
5983844,0,1,0
5983846,1,0,1
5983847,0,0,0
5983848,0,1,1
5983849,1,1,0
5983850,0,0,0
5983852,1,1,0
5983853,0,0,0
5983854,0,0,0
5983855,0,1,1
5983856,0,1,1
5983857,1,1,1
5983858,0,0,0
5983859,0,0,0
5983860,0,1,0
5983861,1,0,1
5983863,1,1,1
5983865,0,0,0
5983866,0,1,1
5983867,0,0,0
5983868,0,0,0
5983869,0,0,0
5983870,0,0,0
5983871,1,0,1
5983872,1,1,1
5983873,1,0,1
5983874,1,0,0
5983875,1,1,1
5983876,0,1,0
5983877,1,0,1
5983878,1,0,1
5983879,0,0,0
5983880,1,1,0
5983882,1,0,1
5983884,0,0,0
5983885,0,1,1
5983888,1,1,1
5983889,1,1,0
5983891,0,1,1
5983892,1,1,1
5983893,1,0,1
5983895,0,0,0
5983896,0,1,1
5983897,1,1,1
5983898,0,0,0
5983899,0,0,0
5983900,0,1,NA
5983902,0,0,0
5983903,0,0,0
5983904,1,0,NA
5983905,0,0,0
5983906,1,1,1
5983907,0,0,0
5983908,0,0,0
5983909,0,0,0
5983910,0,0,0
5983912,0,1,1
5983914,1,1,0
5983915,0,1,1
5983916,0,1,1
5983917,1,0,1
5983918,0,0,0
5983919,1,1,0
5983921,0,1,1
5983922,0,0,0
5983923,0,0,0
5983924,0,0,0
5983925,0,0,0
5983926,0,0,0
5983928,1,0,1
5983929,1,1,0
5983930,0,0,0
5983931,1,0,0
5983932,1,0,1
5983933,0,0,0
5983935,0,0,0
5983936,0,0,0
5983937,0,0,0
5983938,1,0,1
5983939,0,0,0
5983942,1,0,1
5983943,1,0,1
5983944,1,1,0
5983945,0,0,0
5983946,0,1,1
5983948,1,0,1
5983949,1,0,1
5983950,1,1,1
5983952,0,1,1
5983953,1,0,1
5983955,0,0,0
5983956,1,0,1
5983958,0,0,0
5983959,1,1,1
5983961,0,0,0
5983963,1,1,0
5983964,0,0,0
5983966,0,NA,0
5983967,1,0,0
5983968,0,0,0
5983970,0,0,0
5983971,1,1,0
5983972,1,0,0
5983973,1,0,1
5983974,1,1,1
5983975,0,0,0
5983976,1,1,0
5983977,0,0,0
5983978,0,0,0
5983979,0,0,0
5983980,0,1,1
5983981,1,0,1
5983982,0,0,0
5983984,0,0,0
5983985,0,1,1
5983987,0,0,0
5983988,1,1,0
5983989,1,1,1
5983990,0,0,0
5983991,1,0,0
5983992,1,1,0
5983993,0,0,0
5983995,1,0,1
5983996,1,0,1
5983997,0,0,0
5983998,1,0,0
5983999,1,0,0
5984000,0,1,1
5984001,1,0,1
5984003,0,1,0
5984004,0,0,1
5984005,1,0,1
5984007,0,0,0
5984008,1,0,1
5984009,0,0,0
5984010,1,0,1
5984011,0,0,1
5984012,0,0,0
5984013,0,1,1
5984014,0,0,0
5984016,1,1,0
5984017,NA,1,1
5984019,0,0,0
5984020,1,0,1
5984021,0,0,0
5984022,0,1,1
5984023,0,0,0
5984024,0,0,0
5984025,1,0,1
5984026,0,0,0
5984027,0,0,0
5984029,0,0,0
5984030,1,1,0
5984031,0,0,0
5984033,0,1,0
5984034,0,0,0
5984035,0,1,1
5984036,0,0,1
5984037,0,0,0
5984039,0,0,0
5984040,1,1,1
5984042,1,1,NA
5984044,0,0,0
5984045,0,0,0
5984046,1,0,1
5984047,0,1,1
5984049,1,0,1
5984050,0,0,0
5984051,0,0,0
5984052,1,1,0
5984053,1,0,1
5984054,1,1,0
5984055,0,0,0
5984057,1,1,0
5984058,0,0,0
5984059,1,1,0
5984062,0,1,0
5984063,0,0,0
5984064,1,0,0
5984065,1,0,0
5984066,0,0,0
5984067,0,0,0
5984068,0,0,0
5984069,0,0,1
5984070,1,1,1
5984071,1,1,0
5984074,0,0,0
5984075,0,1,0
5984076,0,1,0
5984078,0,0,0
5984080,0,0,0
5984081,0,0,0
5984083,0,1,0
5984084,0,1,1
5984085,0,1,1
5984086,1,0,1
5984088,0,0,0
5984089,1,0,0
5984090,0,0,0
5984091,0,0,NA
5984093,0,1,1
5984094,0,0,0
5984095,0,1,1
5984096,1,1,0
5984097,1,1,1
5984098,0,0,0
5984100,1,0,1
5984101,1,1,1
5984102,0,0,0
5984104,0,0,0
5984105,1,1,0
5984106,1,0,1
5984108,1,1,0
5984109,0,0,1
5984110,1,1,1
5984111,1,0,1
5984112,0,1,0
5984113,1,1,0
5984114,0,1,0
5984115,0,0,0
5984117,1,1,1
5984118,0,1,1
5984119,0,0,0
5984120,1,1,0
5984121,0,0,NA
5984122,0,0,0
5984123,1,1,0
5984125,1,0,1
5984126,0,1,0
5984130,0,1,1
5984133,0,0,0
5984134,1,1,0
5984138,0,0,1
5984141,0,1,0
5984143,1,0,1
5984144,0,1,1
5984145,1,1,0
5984149,0,1,1
5984150,0,0,0
5984151,0,0,1
5984152,1,0,1
5984153,1,0,1
5984154,0,0,0
5984155,0,0,0
5984157,1,0,1
5984158,0,0,0
5984159,0,0,0
5984160,0,1,1
5984161,0,1,1
5984164,1,1,1
5984165,0,0,0
5984166,1,0,1
5984167,1,1,0
5984168,0,1,0
5984169,1,0,1
5984170,0,1,1
5984171,0,0,0
5984172,1,0,0
5984176,1,1,0
5984178,1,1,0
5984179,0,1,1
5984180,0,0,0
5984181,1,0,0
5984183,1,1,0
5984184,0,1,1
5984185,0,0,1
5984186,0,1,1
5984187,0,0,1
5984188,1,1,1
5984189,0,0,0
5984190,0,1,1
5984191,0,0,0
5984192,0,0,0
5984193,1,0,1
5984194,0,1,1
5984195,0,0,0
5984197,1,0,0
5984198,0,0,0
5984199,0,1,0
5984200,1,1,0
5984201,NA,0,0
5984202,0,0,0
5984203,0,1,0
5984204,1,1,1
5984205,0,0,0
5984206,0,0,0
5984207,1,1,1
5984208,0,1,1
5984210,0,0,0
5984211,0,0,0
5984212,1,1,0
5984215,0,1,1
5984217,0,0,0
5984218,0,0,0
5984219,1,0,1
5984220,0,0,0
5984222,0,1,1
5984224,1,1,0
5984227,1,1,0
5984228,0,0,0
5984229,NA,1,1
5984230,0,1,1
5984231,0,0,0
5984232,1,1,0
5984234,1,1,1
5984236,0,0,1
5984237,1,0,0
5984238,0,0,0
5984239,0,0,0
5984240,1,0,1
5984242,0,0,0
5984246,0,1,NA
5984249,0,0,0
5984250,1,0,1
5984251,0,0,0
5984252,0,0,0
5984253,0,1,1
5984254,0,0,0
5984255,0,0,0
5984256,0,0,0
5984258,0,0,0
5984260,1,0,0
5984261,0,0,0
5984262,1,0,1
5984263,0,0,1
5984264,0,0,0
5984265,1,1,1
5984266,0,0,0
5984267,1,0,1
5984269,1,0,0
5984271,1,1,1
5984272,0,0,0
5984274,0,0,1
5984275,0,0,0
5984276,0,0,0
5984277,0,0,0
5984278,0,1,1
5984279,0,0,0
5984280,0,0,0
5984281,0,0,0
5984282,1,1,0
5984283,1,1,NA
5984284,1,1,1
5984285,0,1,1
5984286,0,0,0
5984288,0,1,0
5984289,0,0,0
5984290,0,0,0
5984292,1,0,0
5984293,0,1,1
5984295,NA,0,0
5984296,0,0,NA
5984298,1,1,1
5984299,0,0,0
5984300,1,1,1
5984301,1,1,1
5984303,1,1,0
5984304,0,0,0
5984305,0,0,0
5984306,1,0,1
5984309,0,0,0
5984310,0,0,0
5984311,1,0,1
5984313,1,0,1
5984315,0,0,0
5984316,0,1,1
5984317,0,0,0
5984318,0,0,0
5984319,0,0,0
5984321,0,1,NA
5984322,0,0,0
5984323,1,1,1
5984324,0,0,0
5984325,1,1,0
