ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
5992375,2015,0,0,0,0,28479,1708.74,0,0
5992376,2015,0,0,0,0,0,0,4620,277.2
5992377,2015,1650,132,0,0,0,0,0,0
5992378,2015,0,0,0,0,0,0,NA,36.3
5992380,2015,0,0,5656.56,226.2624,0,0,0,0
5992381,2015,0,0,0,0,527259.6,31635.576,0,0
5992383,2015,0,0,0,0,0,0,1591.2,95.472
5992385,2015,0,0,0,0,0,0,36.8,2.208
5992386,2015,0,0,0,0,53071.2,3184.272,0,0
5992387,2015,12584,1006.72,0,0,0,NA,0,0
5992389,2015,0,0,0,0,0,0,1122,67.32
5992390,2015,0,0,0,0,86310,5178.6,0,0
5992391,2015,0,0,0,0,0,0,1684,101.04
5992392,2015,0,0,0,0,0,0,294.6,17.676
5992393,2015,0,0,0,0,746.4,44.784,0,0
5992395,2015,0,0,28008.24,1120.3296,0,NA,0,0
5992396,2015,0,0,0,0,0,0,5730.4,343.824
5992397,2015,0,0,0,0,799.2,47.952,0,0
5992398,2015,0,0,13890,555.6,0,0,0,0
5992399,2015,0,0,0,0,74688,4481.28,0,0
5992401,2015,56225,4498,0,0,0,0,0,0
5992402,2015,0,0,0,0,0,0,3974.4,238.464
5992403,2015,4563,365.04,0,0,0,0,0,0
5992404,2015,0,0,0,0,16128,967.68,0,0
5992405,2015,0,0,0,0,61731,3703.86,0,0
5992406,2015,0,0,0,0,103452,6207.12,0,0
5992407,2015,0,0,0,0,0,0,3236,194.16
5992409,2015,0,0,63112,2524.48,0,0,0,0
5992410,2015,0,0,0,0,0,0,10780,646.8
5992411,2015,0,0,0,0,16248.6,974.916,0,0
5992412,2015,0,0,2301.6,92.064,0,0,0,0
5992413,2015,6084,486.72,0,0,0,0,0,0
5992415,2015,0,0,3046.4,121.856,0,0,0,0
5992416,2015,0,0,4347.84,173.9136,0,0,0,0
5992417,2015,16272,1301.76,0,0,0,0,0,0
5992419,2015,0,0,0,0,0,0,39.6,2.376
5992420,2015,0,0,3012,120.48,0,0,0,0
5992423,2015,20190,1615.2,0,0,0,0,0,0
5992426,2015,2717,217.36,0,0,0,0,0,0
5992427,2015,0,0,97628.16,3905.1264,0,0,0,0
5992428,2015,0,0,105080,4203.2,0,0,0,0
5992429,2015,0,0,0,0,0,0,2001.6,120.096
5992431,2015,0,0,0,0,8766,525.96,0,0
5992432,2015,0,0,0,0,544244.4,32654.664,0,0
5992433,2015,0,0,0,0,694638,41678.28,0,0
5992434,2015,0,0,0,0,122010,7320.6,0,0
5992435,2015,0,0,0,0,18673.2,1120.392,0,0
5992436,2015,954,76.32,0,0,0,0,0,0
5992437,2015,14688,1175.04,0,0,0,0,0,0
5992438,2015,0,0,0,0,0,0,7560,453.6
5992439,2015,1056,84.48,0,0,0,0,0,0
5992440,2015,6860,548.8,0,0,0,0,0,0
5992441,2015,0,0,0,0,0,0,300,18
5992442,2015,0,0,10445.28,417.8112,0,0,0,0
5992443,2015,0,0,0,0,0,0,6780,406.8
5992444,2015,0,0,32880,1315.2,0,0,0,0
5992445,2015,1908,152.64,0,0,0,0,0,0
5992446,2015,0,0,0,0,5853.6,351.216,0,0
5992447,2015,0,0,94210.56,3768.4224,0,0,0,0
5992448,2015,0,0,0,0,0,0,6232.8,373.968
5992450,2015,0,0,0,0,0,0,3705,222.3
5992452,2015,28896,2311.68,0,0,0,0,0,0
5992453,2015,0,0,0,0,118188,7091.28,0,0
5992454,2015,0,0,0,0,2867.4,172.044,0,0
5992455,2015,0,0,0,0,16886.1,1013.166,0,0
5992456,2015,8433,674.64,0,0,0,0,0,0
5992457,2015,0,0,0,0,170121.6,10207.296,0,0
5992458,2015,0,0,5445,217.8,0,0,0,0
5992459,2015,0,0,0,0,0,0,466.2,27.972
5992460,2015,0,0,10295.04,411.8016,0,0,0,0
5992461,2015,940,75.2,0,0,0,0,0,0
5992462,2015,0,0,4568.76,182.7504,0,0,0,0
5992463,2015,0,0,68016,2720.64,0,0,0,0
5992465,2015,0,0,14291.2,571.648,0,0,0,0
5992467,2015,0,0,0,0,66240,3974.4,0,0
5992468,2015,0,0,0,0,0,0,374,22.44
5992469,2015,0,0,0,0,13944,836.64,0,0
5992470,2015,0,0,6232,249.28,0,0,0,0
5992471,2015,0,0,0,0,27225,1633.5,0,0
5992474,2015,0,0,0,0,0,0,1544.4,92.664
5992475,2015,NA,0,0,0,0,0,408.6,24.516
5992477,2015,0,0,0,0,0,0,7660,459.6
5992478,2015,0,0,0,0,19767.6,1186.056,0,0
5992481,2015,2190,175.2,0,0,0,0,0,0
5992482,2015,0,0,0,0,23486.4,1409.184,0,0
5992483,2015,0,0,0,0,0,0,2880,172.8
5992484,2015,0,0,1669.2,66.768,0,0,0,0
5992485,2015,0,0,0,0,0,0,1784,107.04
5992487,2015,0,0,0,0,0,0,2724.8,163.488
5992488,2015,0,0,0,0,0,0,8604,516.24
5992489,2015,0,0,0,0,0,0,147,8.82
5992491,2015,0,0,0,0,45276,2716.56,0,0
5992492,2015,0,0,70459.2,2818.368,0,0,0,0
5992494,2015,0,0,33216,1328.64,0,0,0,0
5992495,2015,864,69.12,0,0,0,0,0,0
5992496,2015,0,0,642.4,25.696,0,0,0,0
5992498,2015,0,0,0,0,57540,3452.4,0,0
5992501,2015,0,0,0,0,0,0,513.5,30.81
5992502,2015,0,0,26936,1077.44,0,0,0,0
5992503,2015,4545,363.6,0,0,0,0,0,0
5992505,2015,NA,0,2721.6,108.864,0,0,0,0
5992506,2015,0,0,0,0,0,0,343.2,20.592
5992507,2015,1608,128.64,0,0,0,0,0,0
5992508,2015,0,0,0,0,51480,3088.8,0,0
5992514,2015,0,0,3065.28,122.6112,0,0,0,0
5992516,2015,4170,333.6,0,0,0,0,0,0
5992517,2015,0,0,0,0,0,0,4972.5,298.35
5992518,2015,0,0,0,0,118503,7110.18,0,0
5992519,2015,0,0,1285.2,51.408,0,0,0,0
5992520,2015,0,0,0,0,6588,395.28,0,0
5992521,2015,48060,3844.8,0,0,0,0,0,0
5992522,2015,41492,3319.36,0,0,0,0,0,0
5992523,2015,0,0,0,0,35293.5,2117.61,0,0
5992526,2015,0,0,0,0,102336,6140.16,0,0
5992527,2015,0,0,0,0,300,18,0,0
5992528,2015,3705,296.4,0,0,0,0,0,0
5992530,2015,264,21.12,0,0,0,0,0,0
5992531,2015,18165,1453.2,0,0,0,0,0,0
5992532,2015,0,0,0,0,0,0,1088.1,65.286
5992533,2015,0,0,0,0,0,0,19780,1186.8
5992535,2015,0,0,0,0,27405,1644.3,0,0
5992537,2015,4000,320,0,0,0,0,0,0
5992538,2015,0,0,0,0,6957,417.42,0,0
5992539,2015,39522,3161.76,0,0,0,0,0,0
5992540,2015,0,0,0,0,232794,13967.64,0,0
5992541,2015,0,0,0,0,867.6,52.056,0,0
5992542,2015,0,0,2265.12,90.6048,0,0,0,0
5992544,2015,0,0,0,0,231303.6,13878.216,0,0
5992546,2015,0,0,1591.2,63.648,0,0,0,0
5992547,2015,0,0,21749.76,869.9904,0,0,0,0
5992549,2015,0,0,19467,778.68,0,0,0,0
5992550,2015,0,0,0,0,0,0,20910,1254.6
5992552,2015,0,0,0,0,0,0,702,42.12
5992553,2015,0,0,0,0,0,0,6292,377.52
5992554,2015,0,0,0,0,0,0,921.6,55.296
5992556,2015,6320,505.6,0,0,0,0,0,0
5992557,2015,0,0,55800,2232,0,0,0,0
5992558,2015,0,0,23237.76,929.5104,0,0,0,0
5992559,2015,0,0,0,0,0,0,1056,63.36
5992560,2015,18122,1449.76,0,0,0,0,0,0
5992562,2015,26880,2150.4,0,0,0,0,0,0
5992563,2015,2316,185.28,0,0,0,0,0,0
5992564,2015,1412,112.96,0,0,0,0,0,0
5992565,2015,0,0,6026.4,241.056,0,0,0,0
5992566,2015,0,0,0,0,381105,22866.3,0,0
5992567,2015,0,0,0,0,0,0,12879,772.74
5992568,2015,0,0,0,0,64974,3898.44,0,0
5992569,2015,3150,252,0,0,0,0,0,0
5992570,2015,0,0,0,0,0,0,916.2,54.972
5992571,2015,990,79.2,0,0,0,0,0,0
5992572,2015,0,0,15167.04,606.6816,0,0,0,0
5992573,2015,0,0,0,0,7009.2,420.552,0,0
5992575,2015,0,0,0,0,0,0,219.6,13.176
5992576,2015,0,0,0,0,1684.8,101.088,0,0
5992577,2015,0,0,10752,430.08,0,0,0,0
5992578,2015,0,0,0,0,83391,5003.46,0,0
5992579,2015,2158,172.64,0,0,0,0,0,0
5992580,2015,0,0,0,0,0,0,645,38.7
5992581,2015,0,0,0,0,0,0,NA,231.6
5992582,2015,0,0,0,0,0,0,1195.6,71.736
5992583,2015,0,0,0,0,0,NA,358.2,21.492
5992584,2015,0,0,0,0,0,0,774,46.44
5992585,2015,0,0,0,0,0,0,3024,181.44
5992586,2015,1736,138.88,0,0,0,0,0,0
5992588,2015,0,0,NA,0,0,0,7510.8,450.648
5992589,2015,0,0,0,0,88430.4,5305.824,0,0
5992590,2015,0,0,NA,54.0288,0,0,0,0
5992591,2015,0,0,0,0,0,0,3548,212.88
5992592,2015,0,0,5604.48,224.1792,0,0,0,0
5992593,2015,0,0,3600,144,0,0,0,0
5992594,2015,0,0,0,0,116856,7011.36,0,0
5992595,2015,1662,132.96,0,0,0,0,0,0
5992596,2015,0,0,0,0,27900,1674,0,0
5992597,2015,0,0,0,0,624686.4,37481.184,0,0
5992598,2015,0,0,0,0,111602.4,6696.144,0,0
5992599,2015,0,0,0,0,0,0,2446.4,146.784
5992600,2015,0,0,0,0,0,0,963.6,57.816
5992601,2015,0,0,0,0,87188.4,5231.304,0,0
5992603,2015,0,0,22,0.88,0,0,0,0
5992604,2015,0,0,842.4,33.696,0,0,0,NA
5992605,2015,27810,2224.8,0,0,0,0,0,0
5992606,2015,0,0,5280,211.2,0,0,0,0
5992607,2015,0,0,326.48,13.0592,0,0,0,0
5992608,2015,0,0,0,0,0,0,6550,393
5992609,2015,4968,397.44,0,0,0,0,0,0
5992610,NA,0,0,0,0,468,28.08,0,0
5992611,2015,0,0,0,0,8524.8,511.488,0,0
5992612,2015,920,73.6,0,0,0,0,0,0
5992613,2015,7024,561.92,0,0,0,0,0,0
5992614,2015,0,0,0,0,10512,630.72,0,0
5992615,2015,0,0,0,0,8262,495.72,0,0
5992616,2015,3156,252.48,0,0,0,0,0,0
5992617,2015,0,0,0,0,344767.5,20686.05,0,0
5992619,2015,4600,368,0,0,0,0,0,0
5992620,2015,0,0,0,0,0,0,1452.8,87.168
5992621,2015,0,0,0,0,0,0,722.4,43.344
5992622,2015,0,0,0,0,0,0,966,57.96
5992623,2015,0,0,0,0,0,0,13260,795.6
5992624,2015,0,0,0,0,0,0,503,30.18
5992625,2015,0,0,0,0,0,0,5808,348.48
5992626,2015,0,0,0,0,0,0,6097.5,365.85
5992627,2015,0,0,0,0,0,0,4961.6,297.696
5992628,2015,2048,163.84,0,0,0,0,0,0
5992630,2015,0,0,2288,91.52,0,0,0,0
5992631,2015,19041,1523.28,0,0,0,0,0,0
5992632,2015,0,0,0,0,52434,3146.04,0,0
5992633,2015,20730,1658.4,0,0,0,0,0,0
5992634,2015,0,0,0,0,385917,23155.02,0,0
5992635,2015,15480,1238.4,0,0,0,0,0,0
5992636,2015,0,0,9784.8,391.392,0,0,0,0
5992638,2015,13860,1108.8,0,0,0,0,0,0
5992639,2015,0,0,2262,90.48,0,0,0,0
5992640,2015,0,0,3914.4,156.576,0,0,0,0
5992641,2015,0,0,0,0,64072.8,3844.368,0,0
5992643,2015,15704,1256.32,0,0,0,0,0,0
5992644,2015,0,0,0,0,0,0,1170,70.2
5992645,2015,19480,1558.4,0,0,0,0,0,0
5992646,2015,0,0,0,0,0,0,213,12.78
5992647,2015,0,0,0,0,0,0,5856,351.36
5992649,2015,0,0,0,0,47520,2851.2,0,0
5992650,2015,0,0,0,0,0,0,11950,717
5992651,2015,0,0,0,0,0,0,2504,150.24
5992652,2015,7224,577.92,0,0,0,0,0,0
5992653,2015,0,0,0,0,0,0,8757,525.42
5992654,2015,0,0,0,0,0,0,534.4,32.064
5992655,2015,0,0,0,0,0,0,3288.6,197.316
5992656,2015,0,0,0,0,0,0,1569.6,94.176
5992657,2015,0,0,0,0,19494,1169.64,0,0
5992658,2015,0,0,711,28.44,0,0,0,0
5992661,2015,17402,1392.16,0,0,0,0,0,0
5992662,2015,816,65.28,0,0,0,0,0,0
5992663,2015,0,0,0,0,0,0,298.8,17.928
5992664,2015,0,0,30528,1221.12,0,0,0,0
5992665,2015,2979,238.32,0,0,0,0,0,0
5992666,2015,0,0,9072.96,362.9184,0,0,NA,0
5992668,2015,42784,3422.72,0,0,0,0,0,0
5992669,2015,0,0,0,0,0,0,2524.8,151.488
5992671,2015,0,0,617.4,24.696,0,0,0,0
5992673,2015,0,0,0,0,0,0,584.4,35.064
5992674,2015,942,75.36,0,0,0,0,0,0
5992675,2015,0,0,35198.28,1407.9312,0,0,0,0
5992676,2015,9120,729.6,0,0,0,0,0,0
5992677,2015,18288,1463.04,0,0,0,0,0,0
5992678,2015,0,0,246.4,9.856,0,0,0,0
5992679,2015,0,0,3765.12,150.6048,0,0,0,0
5992681,2015,0,0,0,0,0,0,10368,622.08
5992682,2015,0,0,0,0,357588,21455.28,0,0
5992683,2015,0,0,0,0,0,0,12760,765.6
5992684,2015,0,0,0,0,3159,189.54,0,0
5992685,2015,0,0,0,0,0,0,2202,132.12
5992686,2015,0,0,506.4,20.256,0,0,0,0
5992687,2015,3450,276,0,0,0,0,0,0
5992689,2015,0,0,0,0,43032,2581.92,0,0
5992690,2015,0,0,0,0,2613.6,156.816,0,0
5992692,2015,NA,0,0,0,17971.2,1078.272,0,0
5992695,2015,0,0,0,0,139939.2,8396.352,0,0
5992696,2015,35775,2862,0,0,0,0,0,0
5992698,2015,0,0,0,0,30537,1832.22,0,0
5992700,2015,0,0,0,0,0,0,2156.4,129.384
5992701,2015,5320,425.6,0,0,0,0,0,0
5992702,2015,0,0,18078.08,723.1232,0,0,0,0
5992703,2015,345,27.6,0,0,0,0,0,0
5992704,2015,0,0,0,0,0,0,5478,328.68
5992706,2015,0,0,0,NA,0,0,4082.4,244.944
5992707,2015,0,0,32472,1298.88,0,0,0,0
5992708,2015,6500,520,0,0,0,0,0,0
5992709,2015,0,0,0,0,29343.6,1760.616,0,0
5992710,2015,0,0,0,0,42182.4,2530.944,0,0
5992711,2015,0,0,0,0,0,0,7771.5,466.29
5992712,2015,0,0,4240.8,169.632,0,0,0,0
5992713,2015,0,0,0,0,184766.4,11085.984,0,0
5992715,2015,0,0,2743.2,109.728,0,0,0,0
5992716,2015,0,0,7171.2,286.848,0,0,0,0
5992717,2015,0,0,1581.84,63.2736,0,0,0,0
5992718,2015,0,0,116575.2,4663.008,0,0,0,0
5992719,2015,0,0,0,0,122760,7365.6,0,0
5992720,2015,55200,4416,0,0,0,0,0,0
5992721,2015,0,NA,0,0,518.4,31.104,0,0
5992723,2015,0,0,0,0,110160,6609.6,0,0
5992724,2015,0,0,7315.2,292.608,0,0,0,0
5992725,2015,0,0,0,0,0,0,9240,554.4
5992726,2015,1568,125.44,0,0,0,0,0,0
5992727,2015,11544,923.52,0,0,0,0,0,0
5992728,2015,0,0,34944,1397.76,0,0,0,0
5992729,2015,0,0,928.8,37.152,0,0,0,0
5992730,2015,0,0,0,0,132508.8,7950.528,0,0
5992731,2015,0,0,0,0,156960,9417.6,0,0
5992732,2015,0,0,0,0,32256,1935.36,0,0
5992733,2015,437,34.96,0,0,0,0,0,0
5992734,2015,1824,145.92,0,0,0,0,0,0
5992735,2015,0,0,12221.88,488.8752,0,0,0,0
5992736,2015,0,0,4514.4,180.576,0,0,0,0
5992737,2015,1410,112.8,0,0,0,0,0,0
5992738,2015,0,0,0,0,18009.6,1080.576,0,0
5992740,2015,7830,626.4,0,0,0,0,0,0
5992741,2015,0,0,29104,1164.16,0,0,0,0
5992742,2015,2280,182.4,0,0,0,0,0,0
5992744,2015,17080,1366.4,0,0,0,0,0,0
5992745,2015,0,0,0,0,0,0,6594,395.64
5992746,2015,0,0,NA,0,0,0,7358.4,441.504
5992747,2015,0,0,32172.8,1286.912,0,0,0,0
5992748,2015,0,0,0,0,0,0,504.9,30.294
5992750,2015,5296,423.68,0,0,0,0,0,0
5992751,2015,0,0,0,0,0,0,10308,618.48
5992752,2015,2000,160,0,0,0,0,0,0
5992754,2015,0,0,8265.6,330.624,0,0,0,0
5992757,2015,0,0,107352,4294.08,0,0,0,0
5992758,2015,14100,1128,0,0,0,0,0,0
5992759,2015,0,0,0,0,0,0,1587.2,95.232
5992760,2015,0,0,0,0,206550,12393,0,0
5992761,2015,10176,814.08,0,0,0,0,0,0
5992763,2015,0,0,0,0,106329.6,6379.776,0,0
5992765,2015,2848,227.84,0,0,0,0,0,0
5992767,2015,0,0,42532,1701.28,0,0,0,0
5992768,2015,0,0,0,0,0,0,4164.3,249.858
5992769,2015,3490,279.2,0,0,0,0,0,0
5992770,2015,0,0,0,0,58968,3538.08,0,0
5992771,2015,0,0,0,0,64080,3844.8,0,0
5992772,2015,0,0,0,0,0,0,1602,96.12
5992773,2015,33657,2692.56,0,0,0,0,0,0
5992774,2015,0,0,499.2,19.968,0,0,0,0
5992775,2015,0,0,0,0,228564,13713.84,0,0
5992776,2015,0,0,0,0,0,0,3012,180.72
5992778,2015,2613,209.04,0,0,0,0,0,0
5992779,2015,23012,1840.96,0,0,0,0,0,0
5992780,2015,0,0,0,0,0,0,2582.4,154.944
5992781,2015,0,0,20049.92,801.9968,0,0,0,0
5992783,2015,15792,1263.36,0,0,0,0,0,0
5992784,2015,0,0,0,0,0,0,143,8.58
5992786,2015,0,0,0,0,35302.5,2118.15,0,0
5992787,2015,0,0,10584,423.36,0,0,0,0
5992789,2015,357,28.56,0,0,0,0,0,0
5992790,2015,996,79.68,0,0,0,0,0,0
5992791,2015,0,0,0,0,0,0,10348,620.88
5992792,2015,0,0,1559.04,62.3616,0,0,0,0
5992793,2015,0,0,237262.5,9490.5,0,0,0,0
5992794,2015,4968,397.44,0,0,0,0,0,0
5992795,2015,0,0,0,0,0,0,2564,153.84
5992796,2015,1796,143.68,0,0,0,NA,0,0
5992797,2015,0,0,395.52,15.8208,0,0,0,0
5992800,2015,0,0,6016.8,240.672,0,0,0,0
5992802,2015,0,0,0,0,13827,829.62,0,0
5992803,2015,0,0,0,0,101934,6116.04,0,0
5992805,2015,0,0,0,0,0,0,571.2,34.272
5992808,2015,3972,317.76,0,0,0,0,0,0
5992809,2015,0,0,0,0,2455.2,147.312,0,0
5992810,2015,0,0,0,0,81283.5,4877.01,0,0
5992811,2015,4680,374.4,0,0,0,0,0,0
5992813,2015,0,0,0,0,0,0,2486,149.16
5992814,2015,0,0,0,0,0,0,1440,86.4
5992815,NA,0,0,0,0,0,0,18643.2,1118.592
5992817,2015,0,0,49940.8,1997.632,0,0,0,0
5992819,2015,0,0,10385,415.4,0,0,0,0
5992821,2015,0,0,0,0,113505.6,6810.336,0,0
5992822,2015,0,0,0,0,15640.8,938.448,0,0
5992823,2015,0,0,0,0,0,0,67.2,4.032
5992824,2015,0,0,0,0,0,0,191.2,11.472
5992825,2015,0,0,0,0,369954,22197.24,0,0
5992826,2015,0,0,1718.4,68.736,0,0,0,0
5992827,2015,NA,NA,0,0,0,0,0,0
5992828,2015,42020,3361.6,0,0,0,0,0,0
5992831,2015,0,0,18245.76,729.8304,0,0,0,0
5992832,2015,0,0,993.96,39.7584,0,0,0,0
5992833,2015,0,0,1764.36,70.5744,0,0,0,0
5992834,2015,0,0,18279,731.16,0,0,0,0
5992836,2015,0,0,0,0,0,0,7330,439.8
5992837,2015,0,0,0,0,0,0,3448,206.88
5992838,2015,0,0,0,0,0,0,470.4,28.224
5992839,2015,0,0,89.1,3.564,0,0,0,0
5992840,2015,0,NA,0,0,139860,8391.6,0,0
5992842,2015,0,0,8064,322.56,0,0,0,0
5992843,2015,2484,198.72,0,0,0,0,0,0
5992845,2015,0,0,0,0,134006.4,8040.384,0,0
5992847,2015,0,0,0,0,5616,336.96,0,0
5992848,2015,0,0,430.36,17.2144,0,0,0,0
5992849,2015,0,0,0,0,53460,3207.6,0,0
5992850,2015,19950,1596,0,0,0,0,0,0
5992852,2015,0,0,1834.56,73.3824,0,0,0,NA
5992853,2015,0,0,0,0,224775,13486.5,0,0
5992854,2015,0,0,12787.2,511.488,0,NA,0,0
5992855,2015,60060,4804.8,NA,0,0,0,0,0
5992856,2015,0,0,0,0,0,0,221.2,13.272
5992857,2015,2496,199.68,0,0,0,0,0,0
5992859,2015,0,0,0,0,0,0,551.1,33.066
5992860,2015,0,0,0,0,0,0,1305,78.3
5992861,2015,0,0,734.4,29.376,0,0,0,0
5992862,2015,0,0,0,0,963,57.78,0,0
5992863,2015,0,0,0,0,0,0,1192.8,71.568
5992864,2015,0,0,0,0,0,0,3312,NA
5992865,2015,0,0,4968,198.72,0,0,0,0
5992866,NA,0,0,0,0,0,0,21024,1261.44
5992867,2015,0,0,0,NA,8121.6,487.296,0,0
5992869,2015,0,0,0,0,0,0,118.4,7.104
5992871,2015,0,0,0,0,305294.4,18317.664,0,0
5992872,2015,0,0,12578.28,503.1312,0,0,0,0
5992873,2015,0,0,0,0,0,0,32.4,1.944
5992874,NA,12320,985.6,0,0,0,0,0,0
5992875,2015,0,0,0,0,299880,17992.8,0,0
5992876,2015,10626,850.08,0,0,0,0,0,0
5992877,2015,22050,1764,0,0,0,0,0,0
5992878,2015,0,0,20779.2,831.168,0,0,0,0
5992879,2015,20025,1602,0,0,0,0,0,0
5992880,2015,0,0,59184,2367.36,0,0,0,0
5992881,2015,0,0,0,0,1890,113.4,0,0
5992882,2015,0,0,0,0,0,0,1296,77.76
5992883,2015,0,0,1648.8,65.952,0,0,0,0
5992884,2015,0,0,0,0,1152,69.12,0,0
5992886,2015,0,0,0,0,62235.6,3734.136,0,0
5992887,2015,0,0,5378.24,215.1296,0,0,0,0
5992889,2015,0,0,0,0,0,0,5988,359.28
5992890,2015,0,0,21017.6,840.704,0,0,0,0
5992891,2015,0,0,22084.92,883.3968,0,0,0,0
5992892,2015,0,0,13651,546.04,0,0,0,NA
5992894,2015,21216,1697.28,0,0,0,0,0,0
5992895,2015,3525,282,0,0,0,0,0,0
5992896,2015,15816,1265.28,0,0,0,0,0,0
5992897,2015,0,0,4847.04,193.8816,0,0,0,0
5992898,2015,0,0,0,0,84942,5096.52,0,0
5992899,2015,32544,2603.52,0,0,0,0,0,0
5992902,2015,0,0,0,0,33196.8,1991.808,0,0
5992905,2015,9380,750.4,0,0,0,0,0,0
5992906,2015,10675,854,0,0,0,0,0,0
5992907,2015,495,39.6,0,0,0,0,0,0
5992908,2015,0,0,472.32,18.8928,0,0,0,0
5992909,2015,0,0,0,0,15540,932.4,0,0
5992910,2015,0,0,2704.32,108.1728,0,0,0,0
5992911,2015,3750,300,0,0,0,0,0,0
5992912,2015,0,0,19131,765.24,0,0,0,0
5992913,2015,0,0,0,0,0,0,20155.2,1209.312
5992914,2015,15760,1260.8,0,0,0,0,0,0
5992915,2015,25233,2018.64,0,0,0,0,NA,0
5992916,2015,0,0,712.32,28.4928,0,0,0,0
5992917,2015,0,0,21.28,0.8512,0,0,0,0
5992918,2015,0,0,0,0,0,0,3460.5,207.63
5992920,2015,6210,496.8,0,0,0,0,0,0
5992921,2015,0,0,42168,1686.72,0,0,0,0
5992922,2015,8136,650.88,0,0,0,0,0,0
5992923,2015,0,0,3682.8,147.312,0,0,0,0
5992925,2015,0,0,NA,0,405720,24343.2,0,0
5992926,2015,0,0,0,0,186030,11161.8,0,0
5992927,2015,0,0,0,0,0,0,2782,166.92
5992928,2015,0,0,NA,0,0,0,4140,248.4
5992929,2015,0,0,6741,269.64,0,0,0,0
5992930,2015,4572,365.76,0,0,0,NA,0,0
5992931,2015,0,0,0,0,0,0,1130.4,67.824
5992932,2015,0,0,26951.76,1078.0704,0,0,0,0
5992934,2015,0,0,0,0,38102.4,2286.144,0,0
5992935,2015,0,0,0,0,0,0,1250,75
5992937,2015,0,0,0,0,38612.7,2316.762,0,0
5992938,2015,0,0,18039.84,721.5936,0,0,0,0
5992939,2015,0,0,71174.4,2846.976,0,0,0,0
5992940,2015,0,0,0,0,6642,398.52,0,0
5992941,2015,0,0,0,0,58575,3514.5,0,0
5992942,2015,0,0,5925.92,237.0368,0,0,0,0
5992943,2015,8800,704,0,0,0,0,0,0
5992944,2015,0,0,0,0,0,0,693,41.58
5992945,2015,0,0,0,0,0,0,1692,101.52
5992946,2015,0,0,0,0,0,0,9921.6,595.296
5992947,2015,0,0,55902,2236.08,0,0,0,0
5992948,2015,0,0,31009.44,1240.3776,0,0,0,0
5992949,2015,0,0,0,0,0,0,4340,260.4
5992950,2015,0,0,0,0,75600,4536,0,0
5992951,2015,5400,432,0,0,0,0,0,0
5992952,2015,0,0,0,0,0,0,2682,160.92
5992953,2015,0,0,0,0,0,0,5708.8,342.528
5992954,2015,0,0,NA,0,7041.6,422.496,0,0
5992955,2015,0,0,0,0,286560,17193.6,0,0
5992956,2015,0,0,0,0,0,0,778.8,46.728
5992957,2015,0,0,759,30.36,0,0,0,0
5992958,2015,0,0,0,0,0,0,890,53.4
5992960,2015,0,0,0,0,0,0,281.6,16.896
5992961,2015,8820,705.6,0,0,0,0,0,0
5992962,2015,0,0,0,0,0,0,7363.2,441.792
5992964,2015,7776,622.08,0,0,0,0,0,0
5992965,2015,0,0,0,0,0,0,16700,1002
5992966,2015,0,0,0,0,0,0,8212.5,492.75
5992968,2015,0,0,158130,6325.2,0,0,0,0
5992970,2015,0,0,0,0,0,0,2325,139.5
5992971,2015,0,0,8476.16,339.0464,0,0,0,0
5992972,2015,16000,1280,0,0,0,0,0,0
5992973,2015,0,0,0,NA,3306.6,198.396,0,0
5992975,2015,9405,752.4,0,0,0,0,0,0
5992976,2015,0,0,22848,913.92,0,0,0,0
5992977,2015,0,0,0,0,0,0,4548,272.88
5992978,2015,0,0,0,0,0,0,7564.8,453.888
5992980,2015,0,0,9721.92,388.8768,0,0,0,0
5992981,2015,3951,316.08,0,0,0,0,NA,0
5992983,2015,0,0,1428.48,57.1392,0,0,0,0
5992984,2015,0,0,5027.4,201.096,0,0,0,0
5992985,2015,0,0,0,0,0,0,4431,265.86
5992986,2015,0,0,0,0,0,0,315.9,18.954
5992987,2015,0,0,0,0,3560.4,213.624,0,0
5992988,2015,0,0,15649.2,625.968,0,0,0,0
5992990,2015,0,0,0,0,0,0,3421,205.26
5992991,2015,15732,1258.56,0,0,0,0,0,0
5992992,2015,0,0,0,0,0,0,1431,85.86
5992994,2015,0,0,27075.6,1083.024,0,0,0,0
5992995,2015,0,0,0,0,4329.6,259.776,0,0
5992996,2015,0,NA,2848.96,113.9584,0,0,0,0
5992997,2015,0,0,2369.92,94.7968,0,0,0,0
5992998,2015,0,0,44928,1797.12,0,0,0,0
5992999,2015,0,0,0,0,0,0,34.4,2.064
5993000,2015,5610,448.8,0,0,0,0,0,0
5993001,2015,0,0,121014,4840.56,0,0,0,0
5993002,2015,0,0,0,0,96264,5775.84,0,0
5993003,2015,0,0,0,0,35941.5,NA,0,0
5993005,2015,0,0,0,0,0,0,2466,147.96
5993006,2015,896,71.68,0,0,0,0,0,0
5993007,2015,0,0,0,0,0,0,7550,453
5993008,2015,0,0,5688.32,227.5328,0,0,0,0
5993009,2015,0,0,0,0,97574.4,5854.464,0,0
5993010,2015,0,0,0,0,0,0,1720,103.2
5993011,2015,0,0,0,0,301801.5,18108.09,0,0
5993013,2015,0,0,0,0,6150,369,0,0
5993014,2015,0,0,0,0,0,0,964,57.84
5993015,2015,0,0,0,0,0,0,7986,479.16
